timestamp,x,y,z,w
1517145103610825,0.146423,-0.178406,0.891052,-0.390808
1517145103624833,0.146423,-0.178406,0.891052,-0.390808
1517145103648850,0.146484,-0.178406,0.891052,-0.390808
1517145103669865,0.146484,-0.178345,0.891052,-0.390808
1517145103684877,0.146484,-0.178406,0.891052,-0.390808
1517145103708900,0.146484,-0.178406,0.891052,-0.390808
1517145103730909,0.146484,-0.178406,0.891052,-0.390808
1517145103785948,0.146484,-0.178406,0.891052,-0.390808
1517145103787949,0.146484,-0.178406,0.891052,-0.390808
1517145103806963,0.146545,-0.178406,0.891052,-0.390808
1517145103807964,0.146545,-0.178589,0.891052,-0.390625
1517145103821973,0.146423,-0.178894,0.891113,-0.390381
1517145103843989,0.146362,-0.179199,0.891235,-0.390137
1517145103898027,0.146301,-0.179382,0.891296,-0.389832
1517145103899028,0.146362,-0.179504,0.891296,-0.389709
1517145103905032,0.146362,-0.179565,0.891296,-0.389709
1517145103926055,0.146362,-0.179565,0.891296,-0.389709
1517145103941058,0.146362,-0.179565,0.891296,-0.389709
1517145103972080,0.146362,-0.179565,0.891296,-0.389709
1517145103993094,0.146362,-0.179565,0.891296,-0.389709
1517145104010107,0.146362,-0.179565,0.891296,-0.389709
1517145104033123,0.146423,-0.179565,0.891296,-0.389709
1517145104053137,0.146545,-0.179382,0.891296,-0.389771
1517145104070149,0.146545,-0.179382,0.891296,-0.389771
1517145104092165,0.146545,-0.179443,0.891296,-0.389771
1517145104113180,0.146606,-0.179382,0.891296,-0.389771
1517145104129191,0.146606,-0.179382,0.891296,-0.389771
1517145104152207,0.146606,-0.179382,0.891296,-0.389709
1517145104173222,0.146606,-0.179443,0.891296,-0.389709
1517145104197239,0.146606,-0.179443,0.891296,-0.389709
1517145104212256,0.146729,-0.179565,0.891235,-0.389709
1517145104233265,0.146729,-0.179565,0.891235,-0.389709
1517145104249276,0.146729,-0.179565,0.891235,-0.389709
1517145104272292,0.146729,-0.179565,0.891235,-0.389709
1517145104293321,0.146729,-0.179565,0.891235,-0.389709
1517145104317324,0.146729,-0.179565,0.891235,-0.389709
1517145104332335,0.146729,-0.179565,0.891235,-0.389709
1517145104353350,0.146606,-0.179443,0.891296,-0.389709
1517145104371362,0.146606,-0.179443,0.891296,-0.389709
1517145104392388,0.146545,-0.179321,0.891235,-0.389893
1517145104413393,0.146912,-0.179077,0.891174,-0.390076
1517145104429404,0.146729,-0.179077,0.891174,-0.390137
1517145104452420,0.14679,-0.179077,0.891174,-0.390137
1517145104475440,0.14679,-0.179016,0.891174,-0.390137
1517145104489447,0.14679,-0.179016,0.891174,-0.390137
1517145104512464,0.14679,-0.179077,0.891174,-0.390137
1517145104534478,0.146973,-0.179077,0.891113,-0.390198
1517145104549489,0.147461,-0.178772,0.891052,-0.390198
1517145104579510,0.148193,-0.17865,0.890991,-0.390076
1517145104594521,0.148865,-0.178711,0.890991,-0.389954
1517145104615536,0.149414,-0.178894,0.89093,-0.389648
1517145104632548,0.150146,-0.178894,0.89093,-0.389465
1517145104654563,0.150818,-0.178772,0.89093,-0.389221
1517145104668573,0.151733,-0.178955,0.890869,-0.388916
1517145104692592,0.152649,-0.17865,0.89093,-0.38855
1517145104714607,0.153809,-0.178345,0.891052,-0.388
1517145104728617,0.155212,-0.177734,0.891235,-0.387207
1517145104752634,0.156738,-0.177002,0.891541,-0.386292
1517145104775656,0.158386,-0.176208,0.891785,-0.385437
1517145104788660,0.159851,-0.175232,0.89209,-0.384521
1517145104813676,0.161255,-0.173889,0.892456,-0.383667
1517145104834692,0.16272,-0.172302,0.892944,-0.38269
1517145104855706,0.163879,-0.170532,0.893555,-0.381592
1517145104878723,0.164856,-0.16864,0.894226,-0.380371
1517145104884728,0.165894,-0.166931,0.894897,-0.37915
1517145104899739,0.166748,-0.164795,0.89563,-0.37793
1517145104922792,0.167419,-0.162292,0.896545,-0.376526
1517145104944823,0.16803,-0.159729,0.897583,-0.375
1517145104962784,0.168457,-0.157166,0.89856,-0.373474
1517145104982851,0.168762,-0.154663,0.899597,-0.371887
1517145105004868,0.168823,-0.152039,0.900635,-0.370422
1517145105030868,0.168762,-0.148987,0.901794,-0.368835
1517145105042842,0.16864,-0.145996,0.903015,-0.367065
1517145105064908,0.168396,-0.142883,0.904419,-0.365051
1517145105081901,0.167969,-0.139893,0.905701,-0.363098
1517145105102947,0.167542,-0.136719,0.907043,-0.361206
1517145105124900,0.167175,-0.133667,0.908264,-0.359436
1517145105147978,0.167175,-0.130737,0.909424,-0.357544
1517145105162989,0.167358,-0.12793,0.910583,-0.355652
1517145105184955,0.167419,-0.125183,0.911682,-0.353638
1517145105201954,0.167419,-0.122375,0.912842,-0.351746
1517145105222967,0.167236,-0.119385,0.913879,-0.350037
1517145105252989,0.166931,-0.116455,0.914978,-0.348328
1517145105260994,0.167236,-0.11377,0.916016,-0.346375
1517145105283009,0.167664,-0.11084,0.917053,-0.344299
1517145105305026,0.168213,-0.106995,0.918091,-0.342468
1517145105323039,0.169373,-0.102905,0.919006,-0.340759
1517145105343054,0.172791,-0.0993042,0.919373,-0.339111
1517145105365068,0.178345,-0.0966187,0.919189,-0.337463
1517145105381118,0.18335,-0.0940552,0.918823,-0.336548
1517145105410100,0.187744,-0.0906372,0.918396,-0.336121
1517145105425111,0.191589,-0.085144,0.918274,-0.335876
1517145105441123,0.192627,-0.0787964,0.918335,-0.336609
1517145105463142,0.190979,-0.0736694,0.917419,-0.341187
1517145105485206,0.187134,-0.0684204,0.916687,-0.346375
1517145105507224,0.182983,-0.0671387,0.915466,-0.35199
1517145105522235,0.177734,-0.0673218,0.914368,-0.357361
1517145105545251,0.171021,-0.0650635,0.913696,-0.362793
1517145105561224,0.164307,-0.0626221,0.912903,-0.368286
1517145105583224,0.157593,-0.06073,0.911865,-0.374023
1517145105605304,0.152405,-0.0592041,0.910217,-0.380432
1517145105621250,0.149353,-0.0566406,0.908081,-0.387146
1517145105642265,0.147888,-0.0527954,0.905334,-0.394592
1517145105668317,0.147705,-0.0489502,0.902344,-0.401855
1517145105689298,0.148071,-0.0452881,0.899475,-0.408569
1517145105702362,0.149048,-0.0420532,0.896912,-0.414124
1517145105725327,0.15271,-0.0409546,0.893921,-0.419312
1517145105741337,0.157959,-0.0406494,0.890808,-0.424072
1517145105762403,0.162415,-0.0395508,0.888184,-0.427917
1517145105793375,0.166199,-0.038208,0.886475,-0.430176
1517145105801381,0.170654,-0.0386963,0.885193,-0.43103
1517145105822447,0.175476,-0.0414429,0.884338,-0.430542
1517145105845408,0.180969,-0.0453491,0.883545,-0.429565
1517145105861420,0.186401,-0.0487061,0.883118,-0.427673
1517145105882489,0.19165,-0.0508423,0.883301,-0.424805
1517145105905508,0.19751,-0.0533447,0.882996,-0.422363
1517145105923513,0.200867,-0.0568237,0.883728,-0.418762
1517145105942478,0.196899,-0.0615845,0.88623,-0.414734
1517145105968502,0.191467,-0.06427,0.887817,-0.413513
1517145105983508,0.190063,-0.0670166,0.889404,-0.410339
1517145106002577,0.19104,-0.0750732,0.889832,-0.407532
1517145106025539,0.19104,-0.0789795,0.890259,-0.405884
1517145106043552,0.188477,-0.0784912,0.891418,-0.404602
1517145106062565,0.185486,-0.0776978,0.892578,-0.403564
1517145106084579,0.183899,-0.0791016,0.893005,-0.403015
1517145106103597,0.183044,-0.0828247,0.892883,-0.403015
1517145106122661,0.181885,-0.086792,0.892517,-0.403381
1517145106145635,0.180054,-0.0898438,0.892395,-0.40387
1517145106162653,0.177551,-0.0921631,0.892456,-0.404358
1517145106182704,0.174866,-0.0943604,0.892456,-0.404968
1517145106204719,0.172119,-0.0963745,0.892334,-0.406006
1517145106222679,0.170105,-0.0980835,0.891907,-0.407288
1517145106245695,0.168945,-0.098999,0.891724,-0.407959
1517145106264763,0.167786,-0.0990601,0.891724,-0.408386
1517145106282721,0.167358,-0.0993042,0.891479,-0.409058
1517145106302733,0.168213,-0.0994263,0.890991,-0.40979
1517145106324750,0.169312,-0.0996094,0.890442,-0.410461
1517145106342763,0.169983,-0.0985107,0.890076,-0.411194
1517145106362831,0.170166,-0.0970459,0.889954,-0.411804
1517145106384829,0.170288,-0.0960083,0.889771,-0.412354
1517145106402810,0.170532,-0.0956421,0.889587,-0.412842
1517145106422818,0.170715,-0.0958252,0.889404,-0.413086
1517145106444890,0.170837,-0.0959473,0.88916,-0.413513
1517145106462848,0.170959,-0.0958252,0.888855,-0.414063
1517145106482918,0.171021,-0.095459,0.888672,-0.414612
1517145106504878,0.171082,-0.0950317,0.888489,-0.415039
1517145106522890,0.171143,-0.0947876,0.888306,-0.415466
1517145106543905,0.171204,-0.0945435,0.888123,-0.415894
1517145106564954,0.171204,-0.0944214,0.887939,-0.41626
1517145106582933,0.171204,-0.0941162,0.887817,-0.416626
1517145106603952,0.171265,-0.093811,0.887634,-0.416992
1517145106627967,0.171265,-0.0934448,0.887512,-0.417419
1517145106642976,0.171387,-0.0932007,0.887329,-0.417786
1517145106663994,0.171631,-0.0928955,0.887146,-0.418213
1517145106685063,0.171814,-0.0924072,0.886963,-0.418579
1517145106704050,0.172058,-0.09198,0.886841,-0.418884
1517145106724034,0.172302,-0.0917358,0.886658,-0.419128
1517145106745053,0.172302,-0.0916748,0.886536,-0.419434
1517145106763060,0.172241,-0.0916138,0.886536,-0.419556
1517145106784075,0.172241,-0.0916138,0.886475,-0.419556
1517145106805142,0.172302,-0.0916748,0.886475,-0.419495
1517145106823119,0.172302,-0.0916748,0.886475,-0.419495
1517145106844117,0.172363,-0.0917358,0.886475,-0.419495
1517145106865147,0.172363,-0.0917358,0.886475,-0.419495
1517145106883145,0.172363,-0.0917358,0.886475,-0.419495
1517145106905179,0.172363,-0.0917358,0.886475,-0.419495
1517145106925177,0.172363,-0.0917358,0.886475,-0.419495
1517145106943188,0.172424,-0.0917358,0.886475,-0.419495
1517145106965221,0.172607,-0.0916138,0.886414,-0.419617
1517145106988254,0.172791,-0.0914917,0.886353,-0.419678
1517145107003250,0.173096,-0.0915527,0.88623,-0.4198
1517145107025247,0.173157,-0.0915527,0.88623,-0.4198
1517145107052304,0.173157,-0.0916138,0.88623,-0.4198
1517145107063359,0.173157,-0.0916138,0.88623,-0.4198
1517145107085339,0.173218,-0.0916138,0.886169,-0.4198
1517145107105409,0.173218,-0.0916138,0.886169,-0.4198
1517145107123418,0.173218,-0.0916748,0.886169,-0.4198
1517145107145382,0.173218,-0.0916748,0.886169,-0.4198
1517145107165396,0.173279,-0.0916748,0.886169,-0.4198
1517145107183470,0.173279,-0.0916748,0.886169,-0.4198
1517145107205423,0.173279,-0.0916748,0.886169,-0.4198
1517145107225438,0.173279,-0.0916748,0.886169,-0.4198
1517145107250455,0.17334,-0.0916748,0.886169,-0.4198
1517145107265466,0.17334,-0.0917358,0.886169,-0.4198
1517145107288500,0.17334,-0.0917358,0.886169,-0.4198
1517145107303512,0.173401,-0.0917358,0.886169,-0.4198
1517145107325507,0.173401,-0.0917358,0.886169,-0.4198
1517145107345554,0.173462,-0.0917969,0.886169,-0.4198
1517145107362534,0.173462,-0.0917969,0.886108,-0.4198
1517145107385551,0.173645,-0.0917358,0.886047,-0.419861
1517145107405566,0.173706,-0.0917358,0.886047,-0.419861
1517145107422578,0.173706,-0.0917969,0.886047,-0.419861
1517145107445610,0.173889,-0.0916748,0.885986,-0.419922
1517145107466611,0.174133,-0.0914917,0.885925,-0.419983
1517145107482630,0.1745,-0.0915527,0.885803,-0.420044
1517145107505641,0.174805,-0.0916138,0.885742,-0.420105
1517145107525652,0.174866,-0.0916138,0.885742,-0.420105
1517145107542664,0.174866,-0.0916138,0.885742,-0.420105
1517145107564680,0.174927,-0.0916138,0.885742,-0.420105
1517145107585693,0.174927,-0.0916138,0.885742,-0.420105
1517145107601704,0.174988,-0.0916748,0.885681,-0.420105
1517145107624721,0.174988,-0.0916748,0.885681,-0.420105
1517145107645790,0.175049,-0.0916748,0.885681,-0.420105
1517145107662748,0.175049,-0.0916748,0.885681,-0.420105
1517145107684766,0.175049,-0.0916748,0.885681,-0.420105
1517145107705831,0.17511,-0.0916748,0.885681,-0.420105
1517145107721849,0.17511,-0.0916748,0.885681,-0.420044
1517145107745865,0.17511,-0.0916748,0.885681,-0.420044
1517145107765876,0.17511,-0.0917358,0.885681,-0.420044
1517145107781831,0.175171,-0.0916748,0.885681,-0.420044
1517145107804848,0.175171,-0.0917358,0.885681,-0.420044
1517145107826864,0.175232,-0.0917358,0.885681,-0.420044
1517145107847932,0.175232,-0.0917358,0.885681,-0.420044
1517145107864901,0.175293,-0.0917969,0.885681,-0.420044
1517145107886941,0.175293,-0.0917969,0.88562,-0.420044
1517145107901928,0.175293,-0.0917969,0.88562,-0.420044
1517145107924934,0.175354,-0.0917969,0.88562,-0.420044
1517145107946983,0.175354,-0.0917969,0.88562,-0.420044
1517145107961962,0.175354,-0.0917969,0.88562,-0.420044
1517145107984978,0.175415,-0.0917969,0.88562,-0.420044
1517145108006996,0.175415,-0.0917969,0.88562,-0.420044
1517145108030011,0.175415,-0.0917969,0.88562,-0.420044
1517145108045019,0.175476,-0.0917969,0.88562,-0.420044
1517145108067034,0.175476,-0.0917969,0.88562,-0.420044
1517145108082044,0.175476,-0.0917969,0.88562,-0.420044
1517145108105097,0.175537,-0.0917969,0.88562,-0.420044
1517145108127076,0.175537,-0.0918579,0.88562,-0.420044
1517145108141106,0.175598,-0.0918579,0.88562,-0.419983
1517145108165106,0.175659,-0.0919189,0.88562,-0.419983
1517145108187120,0.175781,-0.0918579,0.885681,-0.4198
1517145108201189,0.175964,-0.092041,0.885681,-0.419617
1517145108225148,0.17627,-0.0924683,0.88562,-0.419495
1517145108247163,0.17627,-0.0924683,0.88562,-0.419495
1517145108261183,0.17627,-0.0924683,0.88562,-0.419495
1517145108285209,0.176331,-0.0925293,0.88562,-0.419495
1517145108307205,0.176331,-0.0925293,0.88562,-0.419495
1517145108328221,0.176331,-0.0925293,0.88562,-0.419495
1517145108344292,0.176392,-0.0924683,0.88562,-0.419495
1517145108374273,0.176392,-0.0925293,0.88562,-0.419495
1517145108388316,0.176453,-0.0925293,0.88562,-0.419495
1517145108404332,0.176453,-0.0925293,0.88562,-0.419495
1517145108427290,0.176453,-0.0925293,0.88562,-0.419495
1517145108448307,0.176453,-0.0925903,0.88562,-0.419495
1517145108465317,0.176514,-0.0925903,0.88562,-0.419495
1517145108487349,0.176514,-0.0925903,0.88562,-0.419434
1517145108508347,0.176514,-0.0925903,0.88562,-0.419434
1517145108524360,0.176575,-0.0925903,0.88562,-0.419434
1517145108547378,0.176575,-0.0925903,0.885559,-0.419434
1517145108569412,0.176575,-0.0926514,0.885559,-0.419434
1517145108584401,0.176636,-0.0925903,0.885559,-0.419434
1517145108607436,0.176636,-0.0926514,0.885559,-0.419434
1517145108635440,0.176697,-0.0926514,0.885559,-0.419434
1517145108644445,0.176697,-0.0926514,0.885559,-0.419434
1517145108667471,0.176697,-0.0926514,0.885559,-0.419434
1517145108688529,0.176697,-0.0926514,0.885559,-0.419434
1517145108704486,0.176758,-0.0926514,0.885559,-0.419434
1517145108727514,0.176758,-0.0927124,0.885559,-0.419434
1517145108748574,0.176758,-0.0927124,0.885559,-0.419434
1517145108764529,0.176819,-0.0927124,0.885559,-0.419434
1517145108787546,0.176819,-0.0927124,0.885559,-0.419434
1517145108809562,0.176819,-0.0927124,0.885559,-0.419434
1517145108824587,0.176819,-0.0927734,0.885559,-0.419434
1517145108847626,0.17688,-0.0927734,0.885498,-0.419434
1517145108869604,0.17688,-0.0927734,0.885498,-0.419434
1517145108884614,0.17688,-0.0927734,0.885498,-0.419434
1517145108907630,0.176941,-0.0927734,0.885498,-0.419434
1517145108929646,0.176941,-0.0928345,0.885498,-0.419434
1517145108952676,0.177002,-0.0928345,0.885498,-0.419434
1517145108967673,0.177002,-0.0928345,0.885498,-0.419434
1517145108989689,0.177002,-0.0928345,0.885498,-0.419434
1517145109003719,0.177063,-0.0928955,0.885498,-0.419434
1517145109027716,0.177063,-0.0928955,0.885498,-0.419434
1517145109049735,0.177063,-0.0928955,0.885498,-0.419434
1517145109063761,0.177124,-0.0928955,0.885498,-0.419434
1517145109086757,0.177124,-0.0928955,0.885498,-0.419434
1517145109109774,0.177124,-0.0928955,0.885437,-0.419434
1517145109138795,0.177185,-0.0929565,0.885437,-0.419373
1517145109146860,0.177185,-0.0929565,0.885437,-0.419373
1517145109169820,0.177185,-0.0929565,0.885437,-0.419373
1517145109191832,0.177246,-0.0929565,0.885437,-0.419373
1517145109206883,0.177246,-0.0929565,0.885437,-0.419373
1517145109229862,0.177246,-0.0929565,0.885437,-0.419373
1517145109250929,0.177246,-0.0929565,0.885437,-0.419373
1517145109267904,0.177307,-0.0929565,0.885437,-0.419373
1517145109289901,0.177307,-0.0930176,0.885437,-0.419373
1517145109310971,0.177307,-0.0930176,0.885437,-0.419373
1517145109326928,0.177307,-0.0930176,0.885437,-0.419373
1517145109349962,0.177368,-0.0930176,0.885437,-0.419373
1517145109371014,0.177368,-0.0930786,0.885437,-0.419373
1517145109386976,0.177368,-0.0930786,0.885437,-0.419373
1517145109409987,0.177429,-0.0930786,0.885437,-0.419373
1517145109431056,0.177429,-0.0930786,0.885376,-0.419373
1517145109447013,0.177429,-0.0930786,0.885376,-0.419373
1517145109470030,0.177429,-0.0931396,0.885376,-0.419373
1517145109491066,0.177429,-0.0931396,0.885376,-0.419373
1517145109507056,0.17749,-0.0931396,0.885376,-0.419373
1517145109530108,0.17749,-0.0930786,0.885376,-0.419495
1517145109551125,0.17749,-0.0930786,0.885315,-0.419495
1517145109567099,0.177551,-0.0931396,0.885315,-0.419495
1517145109590152,0.177551,-0.0931396,0.885315,-0.419495
1517145109611190,0.177551,-0.0931396,0.885315,-0.419495
1517145109627143,0.177551,-0.0932007,0.885315,-0.419495
1517145109650159,0.177551,-0.0932007,0.885315,-0.419495
1517145109678234,0.177612,-0.0932007,0.885315,-0.419495
1517145109687184,0.177673,-0.0932617,0.885315,-0.419495
1517145109709203,0.177673,-0.0932617,0.885315,-0.419495
1517145109732216,0.177673,-0.0932617,0.885315,-0.419495
1517145109747288,0.177673,-0.0933228,0.885315,-0.419495
1517145109769301,0.177673,-0.0933228,0.885315,-0.419495
1517145109792260,0.177673,-0.0933228,0.885254,-0.419495
1517145109807269,0.177673,-0.0933228,0.885254,-0.419495
1517145109829343,0.177734,-0.0933838,0.885254,-0.419495
1517145109852321,0.177734,-0.0933838,0.885254,-0.419495
1517145109866311,0.177734,-0.0934448,0.885254,-0.419495
1517145109889347,0.177734,-0.0934448,0.885254,-0.419495
1517145109912344,0.177795,-0.0934448,0.885254,-0.419495
1517145109926354,0.177795,-0.0934448,0.885254,-0.419495
1517145109949369,0.177856,-0.0936279,0.885193,-0.419495
1517145109972386,0.177917,-0.093689,0.885193,-0.419495
1517145109986396,0.177917,-0.09375,0.885193,-0.419495
1517145110009412,0.177917,-0.09375,0.885193,-0.419495
