timestamp,x,y,z
1517145315454060,0.280762,-0.209961,1.03271
1517145315461064,0.283203,-0.208008,1.03076
1517145315484081,0.284668,-0.207031,1.02246
1517145315499092,0.27832,-0.202148,1.02148
1517145315523109,0.285156,-0.222168,1.02148
1517145315544124,0.285645,-0.221191,1.03174
1517145315559134,0.287598,-0.216309,1.02734
1517145315584152,0.287598,-0.212402,1.03223
1517145315614173,0.291504,-0.21582,1.03467
1517145315622179,0.292969,-0.216797,1.03906
1517145315635188,0.289551,-0.213379,1.03271
1517145315659205,0.28418,-0.210938,1.02881
1517145315688225,0.28125,-0.207031,1.02686
1517145315698232,0.279297,-0.205078,1.01611
1517145315748268,0.275879,-0.208984,1.01514
1517145315749271,0.28418,-0.216797,1.02002
1517145315758278,0.286621,-0.223145,1.02881
1517145315777296,0.288086,-0.218262,1.03027
1517145315793308,0.289063,-0.212402,1.03027
1517145315823322,0.29248,-0.212891,1.03857
1517145315844336,0.289551,-0.217285,1.03027
1517145315867353,0.290039,-0.219238,1.03418
1517145315884366,0.278809,-0.209473,1.03076
1517145315904380,0.278809,-0.207031,1.03223
1517145315927395,0.274902,-0.20459,1.02002
1517145315943406,0.283691,-0.21582,1.01465
1517145315964421,0.284668,-0.226074,1.02344
1517145315980433,0.286621,-0.22168,1.02637
1517145316003449,0.293457,-0.212402,1.03711
1517145316032470,0.290039,-0.212402,1.03613
1517145316046481,0.28125,-0.211426,1.03955
1517145316063492,0.285156,-0.212402,1.04297
1517145316084506,0.283203,-0.213867,1.03076
1517145316100518,0.277832,-0.214355,1.01855
1517145316123535,0.276367,-0.212402,1.01953
1517145316144549,0.269531,-0.22168,1.021
1517145316160561,0.276367,-0.223145,1.02441
1517145316183577,0.286133,-0.213867,1.03125
1517145316204592,0.282715,-0.211914,1.03467
1517145316220603,0.289063,-0.217773,1.0376
1517145316243620,0.286133,-0.213867,1.0332
1517145316265635,0.28125,-0.204102,1.0332
1517145316286650,0.278809,-0.209473,1.03613
1517145316309666,0.274902,-0.218262,1.0293
1517145316326679,0.273926,-0.216309,1.02197
1517145316340689,0.279785,-0.213379,1.01855
1517145316363705,0.276855,-0.215332,1.02686
1517145316385720,0.279297,-0.222656,1.03564
1517145316401732,0.28418,-0.213379,1.03125
1517145316423748,0.286621,-0.211426,1.04346
1517145316445763,0.281738,-0.214844,1.03613
1517145316459773,0.283203,-0.210938,1.03271
1517145316483791,0.279297,-0.205566,1.03223
1517145316505805,0.272949,-0.208984,1.03125
1517145316519815,0.268066,-0.213379,1.01807
1517145316543832,0.275391,-0.209473,1.01904
1517145316565849,0.281738,-0.223145,1.02734
1517145316586864,0.282227,-0.220703,1.03223
1517145316603875,0.285645,-0.216309,1.0293
1517145316626893,0.282227,-0.224609,1.04248
1517145316639900,0.279785,-0.213867,1.04004
1517145316662917,0.277344,-0.205078,1.0376
1517145316692945,0.271973,-0.209473,1.03613
1517145316701946,0.275879,-0.214355,1.02881
1517145316728964,0.274414,-0.213867,1.02051
1517145316745976,0.275391,-0.210938,1.01563
1517145316767992,0.276855,-0.217773,1.02441
1517145316797013,0.284668,-0.224121,1.03271
1517145316812023,0.277832,-0.216309,1.03906
1517145316828042,0.280273,-0.209473,1.0459
1517145316851051,0.28418,-0.210449,1.03564
1517145316866061,0.277832,-0.211914,1.03662
1517145316888076,0.277832,-0.218262,1.03271
1517145316911096,0.276855,-0.214355,1.021
1517145316916151,0.272949,-0.209961,1.02393
1517145316933144,0.276855,-0.212402,1.02197
1517145316954177,0.278809,-0.210938,1.03076
1517145316984204,0.282227,-0.215332,1.04053
1517145316993154,0.280762,-0.217773,1.03564
1517145317014169,0.280273,-0.21875,1.03857
1517145317039186,0.285645,-0.220215,1.04053
1517145317053198,0.279297,-0.217285,1.0332
1517145317074262,0.279297,-0.209473,1.03516
1517145317096278,0.280273,-0.213867,1.02881
1517145317113236,0.279785,-0.207031,1.02979
1517145317134252,0.279785,-0.203613,1.02002
1517145317156321,0.279297,-0.216309,1.02441
1517145317172334,0.281738,-0.220703,1.03125
1517145317194298,0.282715,-0.217285,1.03223
1517145317216364,0.286133,-0.21875,1.03174
1517145317232328,0.282227,-0.221191,1.03564
1517145317253337,0.283203,-0.219238,1.03369
1517145317276356,0.285645,-0.209473,1.03125
1517145317292363,0.28125,-0.212402,1.02979
1517145317316381,0.27832,-0.211426,1.02441
1517145317336395,0.279785,-0.211426,1.02588
1517145317352406,0.281738,-0.213379,1.0249
1517145317373460,0.283691,-0.215332,1.02344
1517145317397442,0.291504,-0.218262,1.0332
1517145317420458,0.291016,-0.22168,1.02832
1517145317433465,0.291504,-0.224121,1.03711
1517145317456534,0.288086,-0.215332,1.03076
1517145317472494,0.282227,-0.209473,1.03125
1517145317501544,0.282227,-0.208984,1.0249
1517145317516580,0.286133,-0.210449,1.01611
1517145317532541,0.289063,-0.209961,1.01855
1517145317553550,0.288574,-0.210449,1.02148
1517145317576568,0.29248,-0.22168,1.01855
1517145317592579,0.294922,-0.218262,1.03076
1517145317613609,0.291016,-0.21875,1.03271
1517145317637608,0.293457,-0.212402,1.0376
1517145317652621,0.289063,-0.209473,1.03223
1517145317673652,0.288574,-0.209961,1.0249
1517145317699658,0.290527,-0.225098,1.02588
1517145317712661,0.291016,-0.21582,1.02393
1517145317733695,0.287109,-0.203613,1.01758
1517145317756711,0.289063,-0.211426,1.01367
1517145317773704,0.293457,-0.217285,1.02441
1517145317793721,0.295898,-0.223633,1.01855
1517145317816737,0.290527,-0.22168,1.02295
1517145317833764,0.294922,-0.213867,1.02734
1517145317853800,0.297363,-0.21582,1.03125
1517145317876780,0.304688,-0.209473,1.02832
1517145317894793,0.302246,-0.206543,1.03613
1517145317922813,0.29834,-0.203125,1.0332
1517145317936824,0.295898,-0.202148,1.02832
1517145317953876,0.29834,-0.202148,1.02588
1517145317976849,0.299805,-0.211426,1.01758
1517145317996867,0.296875,-0.214355,1.02051
1517145318013876,0.294434,-0.222168,1.02393
1517145318033890,0.30957,-0.219238,1.02686
1517145318055908,0.29834,-0.213867,1.02637
1517145318073919,0.298828,-0.215332,1.02734
1517145318093938,0.296387,-0.212402,1.02783
1517145318116007,0.294922,-0.208984,1.02441
1517145318133964,0.290527,-0.203125,1.0249
1517145318154033,0.29248,-0.200684,1.01416
1517145318175992,0.295898,-0.214355,1.01416
1517145318195008,0.300293,-0.223633,1.01807
1517145318214059,0.29541,-0.221191,1.02441
1517145318236090,0.29541,-0.211426,1.03564
1517145318254049,0.299805,-0.208496,1.03418
1517145318274117,0.298828,-0.211914,1.03027
1517145318296132,0.294922,-0.208984,1.02979
1517145318314089,0.289063,-0.211426,1.02051
1517145318335109,0.289063,-0.212891,1.01855
1517145318356175,0.291504,-0.20752,1.02393
1517145318374142,0.291016,-0.210938,1.0166
1517145318395151,0.290527,-0.21582,1.02588
1517145318416221,0.294922,-0.216309,1.02637
1517145318440199,0.292969,-0.208496,1.03271
1517145318455193,0.301758,-0.212891,1.0293
1517145318476207,0.29248,-0.214844,1.03369
1517145318495256,0.290039,-0.209961,1.02637
1517145318515232,0.294922,-0.207031,1.0293
1517145318544252,0.289551,-0.209473,1.02441
1517145318554278,0.288574,-0.208496,1.01904
1517145318578276,0.293457,-0.208008,1.01904
1517145318596292,0.293945,-0.223633,1.02295
1517145318614338,0.282715,-0.224121,1.02783
1517145318635320,0.283203,-0.217773,1.03271
1517145318656332,0.288086,-0.210938,1.03174
1517145318674345,0.29248,-0.211914,1.04102
1517145318704365,0.291016,-0.215332,1.03125
1517145318716374,0.286133,-0.208984,1.03369
1517145318738390,0.286133,-0.203125,1.02344
1517145318756402,0.280762,-0.202148,1.02344
1517145318783425,0.278809,-0.208984,1.02197
1517145318794430,0.286621,-0.213867,1.02197
1517145318816448,0.287109,-0.218262,1.02295
1517145318836461,0.29248,-0.217285,1.03711
1517145318854506,0.291504,-0.211426,1.04199
1517145318876487,0.288086,-0.211426,1.04053
1517145318896502,0.286621,-0.214355,1.03906
1517145318914551,0.290527,-0.206543,1.02832
1517145318936530,0.288574,-0.211426,1.02148
1517145318956543,0.282227,-0.206543,1.01416
1517145318981564,0.280273,-0.213379,1.01465
1517145318996572,0.286133,-0.217285,1.021
1517145319019609,0.287598,-0.217773,1.0332
1517145319034636,0.288574,-0.216797,1.02832
1517145319056618,0.283691,-0.216309,1.03564
1517145319076630,0.288086,-0.213379,1.03857
1517145319094647,0.281738,-0.213379,1.02637
1517145319116659,0.288086,-0.20166,1.02832
1517145319136726,0.27832,-0.209961,1.02295
1517145319154708,0.284668,-0.211426,1.02295
1517145319176703,0.282715,-0.203613,1.01855
1517145319203723,0.277832,-0.208008,1.0332
1517145319214728,0.275879,-0.214355,1.02832
1517145319236746,0.282715,-0.209961,1.02979
1517145319258763,0.282715,-0.209473,1.03809
1517145319275771,0.283203,-0.216309,1.03076
1517145319296791,0.280273,-0.214355,1.03076
1517145319317800,0.284668,-0.209961,1.03174
1517145319338849,0.27832,-0.208984,1.0249
1517145319356829,0.283203,-0.208008,1.02148
1517145319377847,0.280273,-0.210938,1.02588
1517145319393860,0.270996,-0.207031,1.0249
1517145319416906,0.278809,-0.211426,1.02441
1517145319443889,0.278809,-0.216309,1.0293
1517145319453908,0.279785,-0.213379,1.03516
1517145319476914,0.28418,-0.212891,1.03174
1517145319497945,0.28418,-0.217285,1.03516
1517145319513940,0.276367,-0.212402,1.03516
1517145319536956,0.279297,-0.208008,1.03711
1517145319557971,0.28418,-0.205078,1.02344
1517145319573982,0.28125,-0.20752,1.03027
1517145319597009,0.275391,-0.202637,1.0249
1517145319618017,0.276367,-0.209961,1.021
1517145319639031,0.279785,-0.212891,1.02734
1517145319657058,0.280762,-0.215332,1.0293
1517145319678061,0.285156,-0.214355,1.03418
1517145319699088,0.286133,-0.214355,1.03271
1517145319723089,0.285156,-0.215332,1.03613
1517145319738098,0.281738,-0.209473,1.03125
1517145319759114,0.280273,-0.211914,1.03174
1517145319776126,0.283203,-0.213867,1.02002
1517145319798141,0.277344,-0.208984,1.02393
1517145319819189,0.285645,-0.205566,1.02588
1517145319836172,0.279297,-0.214844,1.02539
1517145319858184,0.28418,-0.214844,1.03809
1517145319873194,0.277344,-0.208008,1.0376
1517145319896219,0.285645,-0.214355,1.03564
1517145319918230,0.285156,-0.219727,1.03174
1517145319933239,0.284668,-0.216797,1.02588
1517145319956253,0.27832,-0.208008,1.02686
1517145319978269,0.28418,-0.213867,1.02686
1517145319992280,0.274902,-0.206543,1.02588
1517145320016331,0.277344,-0.203613,1.02197
1517145320038315,0.283203,-0.209961,1.02734
1517145320059356,0.28418,-0.21582,1.0293
1517145320076372,0.286621,-0.21875,1.03223
1517145320098357,0.288574,-0.214844,1.03662
1517145320119425,0.282715,-0.212891,1.04053
1517145320143386,0.282227,-0.21582,1.03174
1517145320158397,0.287598,-0.208984,1.02686
1517145320179412,0.285156,-0.212891,1.02441
1517145320196427,0.283203,-0.205078,1.02734
1517145320218443,0.282227,-0.207031,1.02344
1517145320239454,0.279785,-0.21582,1.02881
1517145320256467,0.280273,-0.214355,1.03418
1517145320278484,0.291992,-0.218262,1.03906
1517145320299552,0.287109,-0.214355,1.03369
1517145320315563,0.28418,-0.211426,1.02393
1517145320338527,0.288574,-0.227051,1.02979
1517145320359539,0.291504,-0.22168,1.02637
