timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1517145315836331,1,-1,-4,4,-1,1,-1,0
1517145315845338,1,25,14,5,-2,-2,-2,-1
1517145315845338,-5,-37,-40,-2,-1,0,0,1
1517145315859355,-1,0,3,-12,-3,-1,0,4
1517145315859355,-1,9,1,3,0,-1,-1,-1
1517145315867353,-4,-5,4,-6,-3,-2,-1,-5
1517145315867353,-1,3,5,15,2,0,-1,-1
1517145315883365,-1,-11,-42,-16,-3,-2,1,0
1517145315883365,1,-5,40,0,-1,-2,-2,-1
1517145315885366,-2,0,-16,7,-1,-1,0,1
1517145315885366,-1,4,8,-7,-2,-1,-2,-3
1517145315896374,-2,-6,-8,0,0,-2,-2,-1
1517145315896374,1,4,-11,3,0,-1,1,2
1517145315905380,1,-4,10,-6,3,1,0,-3
1517145315905380,-1,-4,-18,3,-5,-2,-1,-2
1517145315919390,0,10,15,8,4,1,0,2
1517145315919390,1,3,-3,-9,-2,-1,0,0
1517145315927395,-2,0,-19,5,-1,-1,-1,0
1517145315927395,0,2,13,-5,-3,-2,-2,-6
1517145315942406,-5,-27,13,13,4,-1,0,2
1517145315942406,-1,21,1,-9,-3,-1,-1,-3
1517145315944407,-4,-13,-22,-13,-4,-3,-2,1
1517145315944407,3,11,-11,-3,1,0,0,0
1517145315956416,0,11,18,4,-3,-2,0,1
1517145315956416,-3,-21,14,3,-1,-2,-1,-1
1517145315965422,0,-9,-13,-10,-5,-3,-2,-2
1517145315965422,-1,2,15,-5,-1,-1,-1,1
1517145315980433,-5,-12,-20,4,-1,0,0,-1
1517145315980433,-3,10,-6,9,0,-1,-2,-4
1517145315981433,-1,-21,-9,-9,1,1,-1,0
1517145315981433,-3,-14,-12,0,-2,-2,-2,-1
1517145316002448,4,23,41,9,0,-1,0,1
1517145316002448,1,-10,-18,-14,0,0,0,-1
1517145316004450,-4,1,12,7,0,-1,0,-2
1517145316004450,-1,7,-9,-4,-1,0,1,0
1517145316016458,-3,-7,-15,-6,-2,-2,-1,-1
1517145316016458,-1,-4,7,10,0,0,-1,-1
1517145316032470,0,5,7,2,0,-1,0,-1
1517145316032470,0,21,1,-12,-1,0,-2,-1
1517145316039475,-5,-45,3,1,-5,-1,-2,-2
1517145316039475,-2,-1,-14,-17,-4,-2,-1,0
1517145316047481,-2,5,6,8,5,1,-2,-2
1517145316047481,0,6,-5,10,-1,-2,0,0
1517145316062492,2,7,25,-8,-1,-3,-2,-2
1517145316062492,0,-1,-2,10,0,1,1,0
1517145316064492,1,-19,-14,-13,-2,-1,0,1
1517145316064492,-3,7,5,-1,-2,-3,-1,0
1517145316076501,2,16,31,-4,1,0,-1,1
1517145316076501,-2,-2,14,9,0,-2,-1,1
1517145316085508,-1,7,0,0,-2,-2,0,-3
1517145316085508,-1,-4,-5,5,-1,-1,0,1
1517145316100518,2,8,1,0,-1,-1,-1,-1
1517145316100518,-2,2,-13,-4,1,-1,-1,-3
1517145316101519,2,2,11,2,0,0,0,2
1517145316101519,-3,-4,-2,0,0,-1,-2,-1
1517145316122533,-1,-1,-15,-2,0,1,0,-3
1517145316122533,-2,4,-3,-1,-1,-1,-1,-2
1517145316124535,0,-9,6,-2,-2,-1,1,-2
1517145316124535,-1,-7,0,2,-1,-1,-1,-2
1517145316136544,-2,5,-23,-5,-1,-2,-2,-2
1517145316136544,-8,-16,-5,-4,-3,-2,-1,-2
1517145316145550,-1,12,12,10,-1,-1,-2,-3
1517145316145550,-3,-6,-20,3,-1,-1,-1,-1
1517145316160561,2,-1,18,-13,-6,-3,0,1
1517145316160561,-4,-4,-19,-2,0,-1,-1,-1
1517145316161562,-2,-8,-10,-6,0,-1,-2,-3
1517145316161562,2,13,-5,1,0,0,-1,-3
1517145316182576,0,5,-10,11,1,-1,-1,-2
1517145316182576,1,-1,9,-10,1,0,1,1
1517145316184578,-6,19,45,1,-5,-2,-2,-2
1517145316184578,1,-10,-54,0,0,0,-1,-1
1517145316196586,-4,-11,-1,-3,-4,-2,-2,-2
1517145316196586,3,6,-23,13,3,-1,0,0
1517145316205593,3,6,-12,-13,1,1,1,2
1517145316205593,-2,-9,43,9,-3,-2,0,-1
1517145316220603,-6,-5,-15,-10,1,1,-1,-1
1517145316220603,1,-1,-10,-9,-3,-1,-2,0
1517145316221604,-1,5,5,1,1,-2,-2,-3
1517145316221604,1,2,-2,-1,-3,-1,0,5
1517145316242619,0,-4,9,12,2,-1,-3,-11
1517145316242619,1,0,-1,7,1,1,1,-5
1517145316244621,-4,-5,-20,-6,-5,-3,-2,-2
1517145316244621,-1,-2,25,2,-1,0,-1,-2
1517145316256629,-1,6,0,-2,-2,0,-2,3
1517145316256629,1,0,22,-8,2,-2,-1,2
1517145316265635,-6,-6,-30,2,-2,-1,-3,-3
1517145316265635,-4,1,25,-7,0,-1,-1,-4
1517145316279645,-2,-39,-66,10,-3,-1,0,3
1517145316279645,1,-3,2,-21,0,0,-2,0
1517145316287651,5,31,10,-7,0,1,-1,1
1517145316287651,-9,-26,-19,-4,-2,-3,-3,-3
1517145316301660,-1,14,20,2,0,-1,-2,-2
1517145316301660,2,-10,17,11,-2,-1,-1,0
1517145316310667,-2,-19,-35,3,1,0,0,-1
1517145316310667,2,17,-5,-11,-1,0,-1,0
1517145316325678,1,1,1,4,2,-1,-1,1
1517145316325678,1,30,7,8,-3,-1,-1,-1
1517145316326679,-3,-39,31,-7,-2,-1,1,-1
1517145316326679,1,2,-9,1,0,-2,-1,-2
1517145316339687,0,-5,3,-5,-1,1,2,7
1517145316339687,-2,-4,-14,0,-2,-3,-3,-8
1517145316341689,-2,-4,-14,0,-2,-1,-1,0
1517145316341689,1,-1,-15,2,1,-1,0,-1
1517145316362705,3,27,56,-3,0,-1,0,3
1517145316362705,-7,-14,-21,-9,-3,-2,-1,-1
1517145316364706,-6,2,-35,2,-2,-1,-1,-3
1517145316364706,-2,10,18,-6,-1,-1,-1,-1
1517145316384720,0,4,13,2,0,-1,0,-1
1517145316384720,1,6,7,9,-2,0,-2,1
1517145316386722,-3,-10,-18,-14,-2,-2,-1,-2
1517145316386722,-1,-3,-10,-4,-1,0,-1,-2
1517145316400731,1,25,-1,-9,-2,-2,-3,-4
1517145316400731,0,0,14,-1,1,0,0,1
1517145316405734,2,-12,-35,1,-2,0,0,0
1517145316405734,-2,-2,22,8,2,0,0,2
1517145316422746,-7,-1,-5,-7,-4,-3,-2,-5
1517145316422746,-1,-7,-10,0,-3,-1,-1,-1
1517145316423748,7,7,19,4,1,0,0,1
1517145316423748,-2,18,-18,-4,-2,-2,-2,-2
1517145316444762,-2,-16,-2,1,-2,0,-2,-1
1517145316444762,-1,-2,-9,-5,1,-1,-1,0
1517145316446763,1,10,33,8,1,0,0,-1
1517145316446763,-3,-10,-12,-6,-3,-1,-3,-3
1517145316459773,-2,-5,-5,2,0,-2,-1,-3
1517145316459773,-4,-4,10,9,-5,-2,0,-1
1517145316466779,1,2,13,0,3,1,-2,0
1517145316466779,1,-2,1,-12,4,-1,0,0
1517145316482790,-2,5,-1,-2,-1,-2,-1,0
1517145316482790,-5,-24,-41,-14,-4,-2,-1,-3
1517145316483791,-2,7,27,13,-2,-1,-1,-2
1517145316483791,-1,-1,-7,-2,-4,-1,-1,-3
1517145316504805,1,4,-7,-21,-5,-4,-2,-3
1517145316504805,-2,-4,20,3,1,0,-1,-1
1517145316506806,-7,-39,-37,0,-5,-4,-2,-2
1517145316506806,0,-2,38,2,-1,-1,0,2
1517145316519815,-1,-12,-71,-7,-1,1,-2,-1
1517145316519815,-1,9,14,5,-1,0,0,0
1517145316526821,1,10,6,-1,0,-1,-1,0
1517145316526821,-1,-1,4,5,-1,0,0,0
1517145316542832,-3,-9,-19,4,0,-1,0,-1
1517145316542832,-1,3,28,-3,0,-1,-3,-2
1517145316543832,-1,10,4,-4,-2,-1,-3,-1
1517145316543832,-2,-4,-11,0,0,-1,-1,1
1517145316564848,0,9,13,7,0,0,0,-1
1517145316564848,0,1,-27,-5,0,-1,0,0
1517145316566849,0,1,10,-3,-1,-3,0,0
1517145316566849,-4,-9,2,11,0,0,-1,-2
1517145316578858,-1,-4,1,-15,-3,-1,-2,-2
1517145316578858,2,14,6,5,0,0,0,1
1517145316587864,-5,-10,-6,-4,-2,-2,-2,-1
1517145316587864,1,-1,-6,-3,-1,-2,-2,-1
1517145316602874,-2,-4,19,11,1,0,1,0
1517145316602874,0,3,-2,-4,-3,-1,-1,-1
1517145316603875,0,6,15,-1,-2,0,-1,-1
1517145316603875,-3,-16,-20,1,-2,0,-1,-1
1517145316625895,-2,2,11,-2,0,-1,-2,-2
1517145316625895,-4,-11,-37,-8,-2,-2,-2,-1
1517145316626893,-2,0,-24,1,0,0,0,1
1517145316626893,2,11,8,0,1,-1,1,5
1517145316639900,0,1,26,1,-2,-1,-3,-13
1517145316639900,-1,12,15,-1,-1,-2,-1,-2
1517145316645905,-4,-14,-1,-2,0,1,-1,-2
1517145316645905,-1,2,-18,-3,-3,-2,-3,-1
1517145316662917,3,7,-4,2,1,0,0,4
1517145316662917,-1,-17,-9,1,0,-1,0,0
1517145316663918,2,12,6,-1,0,-1,0,-2
1517145316663918,-3,4,12,-3,-1,0,0,-2
1517145316692945,-7,-16,-29,-8,-3,-1,-1,-1
1517145316692945,1,-7,-6,-4,-5,-3,-3,-2
1517145316699944,-3,2,12,1,1,0,-2,1
1517145316699944,-2,-6,9,-6,-3,-1,-1,-2
1517145316700944,4,7,8,7,2,0,0,1
1517145316700944,-4,3,22,7,1,1,0,1
1517145316705948,-5,4,-24,-5,-2,-2,-1,0
1517145316705948,-1,11,-3,-11,1,-1,-1,-4
1517145316720958,-6,-40,-18,0,-2,-3,-2,-1
1517145316720958,0,-13,-12,0,-2,-1,0,0
1517145316729964,2,4,29,5,0,-1,-1,1
1517145316729964,-4,-7,-1,-2,-1,-2,-2,-3
1517145316744975,0,10,11,2,0,-1,-1,0
1517145316744975,0,0,-19,-3,0,1,-1,-1
1517145316746977,0,4,0,2,-3,-1,0,-2
1517145316746977,2,-6,-2,4,0,1,-1,-1
1517145316767992,-2,-4,-41,-5,-2,-3,-2,-1
1517145316767992,1,8,17,4,1,0,0,0
1517145316768993,1,8,-3,-6,-2,-1,0,0
1517145316768993,-3,-8,-7,-1,-3,-2,-1,-1
1517145316789007,3,17,19,3,0,0,-1,0
1517145316789007,-5,-11,-4,-5,-2,-1,0,-2
1517145316798013,0,-7,-21,-7,-2,-2,-2,-2
1517145316798013,1,3,11,4,0,-1,-2,0
1517145316805017,-6,2,9,2,0,0,0,2
1517145316805017,2,1,4,-2,-1,-2,-2,-2
1517145316813023,7,24,16,2,-1,0,0,3
1517145316813023,-10,-38,-41,-2,-2,-1,-3,-5
1517145316828042,3,21,9,-4,-3,-2,-1,-2
1517145316828042,-9,-33,9,-11,0,-3,-1,0
1517145316830040,-2,-4,4,-1,-2,-1,0,-1
1517145316830040,4,9,0,-7,-3,-2,-1,-1
1517145316850051,0,5,-2,6,5,0,1,-1
1517145316850051,0,6,-6,3,-2,0,-2,-2
1517145316852051,1,-3,2,5,-3,-2,-1,-3
1517145316852051,2,7,-1,2,5,1,0,0
1517145316865061,-3,-23,-1,-13,-1,-2,-1,-1
1517145316865061,-2,5,-12,-2,-2,-1,-2,-1
1517145316867062,-3,-9,2,2,0,-1,-2,-2
1517145316867062,3,9,4,4,-1,0,0,1
1517145316888076,-2,-12,3,-3,-3,0,-2,0
1517145316888076,2,8,-7,15,4,0,-1,-1
1517145316889077,-1,0,0,-25,-7,-3,-2,-2
1517145316889077,-2,-5,23,8,-2,-1,-2,-2
1517145316910147,0,2,-28,-12,-3,-2,-2,-1
1517145316910147,1,23,7,-3,-4,-3,-1,-4
1517145316912097,-7,-26,-9,21,4,1,1,-1
1517145316912097,-2,-2,8,-18,-3,-2,0,-1
1517145316924156,0,3,8,6,0,-1,0,0
1517145316924156,0,12,-12,-3,0,1,1,0
1517145316932162,1,-25,-8,0,0,-1,-3,0
1517145316932162,-1,20,25,3,-3,0,-2,-1
1517145316947174,-2,-5,-38,-2,-2,-1,-2,0
1517145316947174,-1,-13,-3,-7,-3,-2,-1,-1
1517145316948155,1,8,-1,-2,0,-1,1,-2
1517145316948155,-1,6,-4,-2,-2,-2,0,-1
1517145316969193,0,-5,15,5,-2,-1,0,-2
1517145316969193,0,-4,-4,-1,0,0,-1,-1
1517145316970158,-2,5,11,-11,-4,-1,-2,-2
1517145316970158,-2,-8,-10,4,-2,-1,-1,-1
1517145316985155,-1,7,24,2,0,0,-2,-1
1517145316985155,-2,-9,-23,-5,-1,-1,-2,-1
1517145316992155,0,-2,3,2,1,0,0,0
1517145316992155,1,5,-6,0,0,-1,0,-1
1517145317007163,-1,-4,1,1,0,0,0,1
1517145317007163,-5,0,15,-2,-5,-3,-1,-4
1517145317008164,0,1,-4,-2,0,-2,-1,-2
1517145317008164,3,-5,-13,0,-2,-2,-1,-1
1517145317038186,-4,0,-3,4,0,-1,0,-2
1517145317038186,-1,-2,10,-9,-3,-1,0,0
1517145317038186,-5,10,6,-1,-2,-2,-1,-1
1517145317038186,-2,-17,-14,-8,-1,-1,0,-1
1517145317044189,-2,-18,9,2,-3,-1,-1,-1
1517145317044189,-1,-7,-15,5,5,2,0,0
1517145317052194,-1,2,-4,-7,-7,-6,-4,-2
1517145317052194,6,17,16,-1,-3,-2,-2,1
1517145317067259,-5,-2,-4,-10,0,0,0,-1
1517145317067259,-3,-1,7,9,2,-2,-2,-3
1517145317068231,3,8,-7,8,2,1,2,0
1517145317068231,-6,-20,-18,-2,-4,-2,-1,-2
1517145317089274,4,12,14,-3,-1,-1,-1,0
1517145317089274,-1,-2,-11,4,-2,-1,0,1
1517145317090224,3,1,-1,-2,0,-1,-1,0
1517145317090224,-6,6,3,-2,-3,-2,-1,-3
1517145317104248,0,0,-5,7,1,-1,0,-1
1517145317104248,-3,-13,-13,-8,5,1,1,0
1517145317112242,-1,-5,9,-9,-2,-2,-2,-3
1517145317112242,-4,-1,8,-2,-4,-2,-2,-1
1517145317127263,-3,-13,6,-9,-7,-3,-3,-3
1517145317127263,4,25,-2,12,1,1,-1,-1
1517145317128250,-1,-16,-5,4,1,1,1,-1
1517145317128250,0,-1,7,0,1,-2,-2,-2
1517145317149317,-2,4,-3,-8,-3,0,0,-2
1517145317149317,3,4,20,0,0,-2,0,1
1517145317150264,-5,-23,-26,-4,-2,-1,-2,-2
1517145317150264,-1,2,-4,-3,-1,-1,0,-1
1517145317164275,1,0,-9,8,-1,0,-1,-1
1517145317164275,-2,-2,6,-2,-2,-1,-2,-1
1517145317172334,4,12,5,-3,-1,0,0,-1
1517145317172334,-2,-7,-14,6,2,0,-2,-1
1517145317187346,-2,11,15,-1,1,-2,0,-1
1517145317187346,-3,-12,0,-5,-4,-2,-2,-3
1517145317187346,-1,13,-1,-2,-2,-1,-1,0
1517145317187346,-1,-25,-9,0,1,0,-1,0
1517145317210307,0,-4,0,-5,-2,0,-1,-2
1517145317210307,-4,-11,1,-1,-2,-2,-3,-3
1517145317210307,-3,25,-11,11,3,0,-2,-1
1517145317210307,4,-15,14,-3,1,1,0,-1
1517145317223315,-4,-6,-4,-3,-3,-4,-3,-3
1517145317223315,-2,-3,-18,-4,-4,-1,0,1
1517145317232328,-3,-2,3,-11,-2,-2,-1,-2
1517145317232328,-1,8,-7,6,2,0,-1,-2
1517145317247336,3,16,8,2,1,0,-1,1
1517145317247336,3,-36,-2,0,-7,-3,-1,-1
1517145317247336,1,17,2,5,-2,-1,0,1
1517145317247336,-7,10,-7,-10,-2,-1,-1,-4
1517145317269347,-3,10,7,5,5,2,-1,1
1517145317269347,1,4,-12,-12,-5,-3,-2,0
1517145317270348,0,-11,-9,2,2,0,-2,-1
1517145317270348,0,-2,5,-3,-4,-3,-1,-1
1517145317283377,0,-4,-1,2,-1,-2,0,-2
1517145317283377,-1,17,22,2,0,-1,0,0
1517145317292363,-4,-36,12,11,0,-1,0,-1
1517145317292363,-1,3,-22,-13,-4,-2,-2,0
1517145317315381,-2,2,1,3,-3,-1,-1,-1
1517145317315381,0,13,-38,-15,1,0,-1,-2
1517145317315381,-2,-13,30,3,-2,-1,0,0
1517145317315381,0,-4,20,11,-1,0,-1,0
1517145317329389,1,3,-18,-1,-1,-1,-1,-1
1517145317329389,0,-15,0,2,-2,-1,-2,-1
1517145317330390,1,16,0,-3,4,1,0,-1
1517145317330390,0,5,-22,-7,-4,-2,-1,-1
1517145317343399,-6,2,9,-3,-3,-2,-2,-1
1517145317343399,-5,-12,-1,2,1,-2,0,-1
1517145317352406,-2,-2,-2,-5,-3,-1,-3,-1
1517145317352406,0,1,6,4,2,-1,0,-1
1517145317367418,0,-7,-16,-5,-1,0,1,-1
1517145317367418,0,5,15,2,0,0,-1,-1
1517145317367418,-1,0,10,-5,-2,-2,-3,-2
1517145317367418,2,8,-2,1,-2,0,0,1
1517145317389471,0,-10,-10,1,1,-1,-1,-1
1517145317389471,-8,-18,20,0,-1,-1,-2,-4
1517145317397442,1,-3,-15,-1,-2,0,-1,0
1517145317397442,0,12,-8,0,-1,0,-1,1
1517145317403497,3,-5,5,5,2,-1,0,1
1517145317403497,0,8,25,-2,-2,-1,-1,-1
1517145317419508,-2,2,0,-14,-6,-4,0,-3
1517145317419508,-3,-14,-11,5,1,1,-1,-2
1517145317426512,1,4,-12,-2,0,-1,-1,0
1517145317426512,0,-3,-5,2,0,-1,2,6
1517145317427459,-1,0,-4,0,0,-1,-4,-13
1517145317427459,-1,4,16,1,1,-1,-1,-1
1517145317449475,-2,-5,4,-3,-2,-1,-2,-1
1517145317449475,0,15,-2,1,-1,0,0,1
1517145317450477,-4,-30,-8,0,0,-2,1,2
1517145317450477,-4,0,-19,-3,-1,-1,-1,-2
1517145317463538,-2,-10,4,1,-2,0,1,-3
1517145317463538,1,-4,6,1,0,0,-1,-2
1517145317472494,2,12,-5,6,0,1,0,1
1517145317472494,0,6,5,-16,-2,-1,-1,-1
1517145317486555,-1,0,-10,-8,-1,-2,-1,-1
1517145317486555,4,8,0,1,-1,0,0,-1
1517145317487505,-3,6,1,6,-1,-1,-1,1
1517145317487505,-4,-4,2,5,-1,-2,-2,-2
1517145317509548,0,1,-3,-3,-2,0,-3,0
1517145317509548,1,1,-14,-4,-1,0,0,-1
1517145317510520,-1,5,23,2,-2,-2,-2,1
1517145317510520,-1,-5,-1,-4,-1,-1,-1,-1
1517145317523587,-3,-5,-3,-2,0,0,-1,-2
1517145317523587,-2,-4,-12,-1,1,-1,-1,-2
1517145317531536,0,2,-14,-7,-3,-1,0,0
1517145317531536,0,-3,23,3,-1,-1,-2,-1
1517145317546550,2,0,10,5,0,0,-1,-1
1517145317546550,-2,7,-5,-1,-1,-1,-2,-1
1517145317547546,-8,-2,-2,0,-2,0,-1,-2
1517145317547546,2,3,-8,5,-1,1,-1,-1
1517145317569614,0,0,9,-3,1,0,-1,-2
1517145317569614,-3,-3,-11,0,-1,-2,-2,-1
1517145317570597,3,0,4,-15,-3,-3,0,1
1517145317570597,-5,0,-6,-6,-2,-3,-2,-2
1517145317583587,-3,-12,3,4,1,-2,0,-1
1517145317583587,2,4,13,7,-1,-1,0,-1
1517145317591579,0,9,-12,2,1,0,0,-1
1517145317591579,-2,-8,-17,1,-1,0,-1,0
1517145317606588,-1,11,14,-1,-2,-1,-1,0
1517145317606588,-4,-27,-3,-5,-3,-2,-1,-1
1517145317607587,-2,-2,-7,-4,-2,-2,-3,-1
1517145317607587,1,-4,-13,1,-1,-2,-1,-1
1517145317630604,-2,3,-6,-3,-2,-1,-2,0
1517145317630604,-1,17,1,0,-2,-1,-2,-4
1517145317636608,2,-1,-24,-7,-1,-1,-1,1
1517145317636608,-3,0,50,5,-1,-2,-1,-3
1517145317643613,-1,1,-13,-3,-1,-2,-1,-1
1517145317643613,-5,-13,-40,-10,-4,-3,-1,-1
1517145317651618,-2,-4,7,5,0,-1,-1,-2
1517145317651618,2,11,-10,-6,0,-1,0,0
1517145317666629,5,8,-3,5,-2,0,-1,0
1517145317666629,-2,2,21,10,2,0,-3,0
1517145317667630,-7,-6,5,-8,-4,-2,-2,-2
1517145317667630,3,-8,-10,0,0,0,0,1
1517145317697670,-4,2,-7,-1,-2,0,-1,-1
1517145317697670,2,2,-17,0,0,0,0,-2
1517145317698671,0,2,25,6,0,0,-1,-1
1517145317698671,0,1,8,1,-1,-1,-2,-2
1517145317703674,0,0,-9,-2,-1,-2,-1,0
1517145317703674,-3,-18,-10,-8,-2,-3,-2,-1
1517145317711661,1,-5,-12,1,0,1,0,0
1517145317711661,-1,-8,1,-3,-1,-1,-1,0
1517145317726673,-1,15,6,0,-1,-3,-2,-2
1517145317726673,1,15,7,-4,-1,-1,-1,0
1517145317727674,-2,1,10,-3,-2,-1,-1,-1
1517145317727674,-4,-27,-14,2,0,-1,-1,0
1517145317749706,-1,5,2,1,-1,-1,0,0
1517145317749706,0,-1,6,-3,-2,-1,0,-1
1517145317749706,-1,-3,-21,-2,-2,-2,-2,-2
1517145317749706,2,12,-2,1,-1,0,0,0
1517145317772703,-1,-7,18,0,0,-1,-2,-1
1517145317772703,-2,-19,7,-2,-3,-1,0,0
1517145317773704,-1,-9,-4,-3,-1,0,0,-1
1517145317773704,-2,9,10,-1,-3,0,-1,-1
1517145317786732,-5,-36,-3,2,-2,-2,-2,-3
1517145317786732,0,31,0,-3,0,-1,-1,0
1517145317787714,-1,-1,-3,0,-1,0,-3,-1
1517145317787714,0,5,11,-1,1,0,0,0
1517145317809730,1,-2,-26,0,0,-1,-1,0
1517145317809730,-3,-7,4,-4,-2,-1,-1,-2
1517145317809730,-1,-3,-4,2,0,-1,0,0
1517145317809730,-2,-2,-2,-4,-2,-1,-1,-3
1517145317832785,-1,-9,-2,-2,-1,-1,0,-1
1517145317832785,0,2,4,3,-1,-1,-1,0
1517145317833764,1,7,-3,1,0,-1,-1,-1
1517145317833764,-1,-5,-13,-8,-3,-2,-2,-2
1517145317847796,0,-7,15,-2,-1,0,0,0
1517145317847796,-4,4,-13,-3,-3,-2,-2,-3
1517145317847796,0,-6,6,1,1,-1,-2,0
1517145317847796,1,-1,-21,2,-1,-1,-1,0
1517145317869828,-2,-4,9,1,-4,-2,-2,-3
1517145317869828,0,7,7,2,-2,0,-1,0
1517145317869828,-1,8,19,-8,-1,0,-2,-1
1517145317869828,-2,-5,-18,-6,-1,-2,-1,-2
1517145317892791,-2,-11,-12,-4,-1,0,0,-2
1517145317892791,2,-5,2,2,1,0,0,0
1517145317893794,0,8,8,-2,-3,-2,-1,-2
1517145317893794,-4,-1,-15,2,-1,-1,-2,1
1517145317914812,0,11,3,0,-1,0,0,-2
1517145317914812,1,-15,-6,-10,-2,-2,-2,-2
1517145317921864,-5,-2,-11,-2,-1,-1,0,-1
1517145317921864,2,14,11,0,0,-1,-1,-1
1517145317929836,-4,-36,-14,0,-3,-2,-2,1
1517145317929836,-3,0,8,-4,-1,-1,0,-1
1517145317929836,1,2,2,2,-3,-2,-1,0
1517145317929836,3,-2,-7,19,2,0,0,0
1517145317952885,0,11,2,-19,-1,-2,-2,-1
1517145317952885,-4,-6,-18,-8,-2,0,-3,-1
1517145317953876,-1,0,-3,1,-1,-2,0,-1
1517145317953876,0,-5,19,3,-3,-1,-1,-1
1517145317974851,0,26,-22,6,0,-2,-1,-2
1517145317974851,-3,-26,-8,0,-1,-2,0,-2
1517145317975853,-1,-2,12,-8,-2,0,-1,0
1517145317975853,-3,-11,10,-3,-1,-1,-1,-2
1517145317989872,1,18,15,-2,2,0,-1,1
1517145317989872,-2,4,-23,-1,-3,-2,-1,-2
1517145317989872,-1,-10,-10,10,0,0,-1,-1
1517145317989872,0,0,-1,-10,-2,-2,0,-1
1517145318012875,0,-10,2,0,-1,0,-1,-2
1517145318012875,-1,11,-11,14,1,0,1,1
1517145318013876,1,-11,24,-10,0,0,0,0
1517145318013876,-5,-1,-6,-12,-6,-5,-3,-2
1517145318026899,-2,-3,-6,2,1,1,0,-1
1517145318026899,4,-1,21,3,-1,-1,-2,-3
1517145318027886,-2,9,-36,2,2,0,-1,-1
1517145318027886,-3,9,1,-5,-2,0,0,-3
1517145318049906,-2,-18,6,-2,-3,-3,-1,0
1517145318049906,0,6,11,2,1,1,0,1
1517145318049906,-2,-10,-12,1,-3,-2,-2,-2
1517145318049906,2,18,9,-15,-2,0,-1,1
1517145318072918,-9,-36,-11,2,-4,-5,-3,-2
1517145318072918,0,3,3,-1,1,0,1,0
1517145318072918,3,6,19,5,0,-1,0,-1
1517145318072918,-2,-22,11,2,-2,-2,-2,-1
1517145318086934,2,19,-6,2,-3,0,0,-1
1517145318086934,1,8,5,1,3,1,-1,-1
1517145318087943,-4,0,-26,-8,-3,-2,-1,-1
1517145318087943,0,1,0,4,1,0,-1,0
1517145318108963,-1,1,-1,-8,-2,-1,0,-1
1517145318108963,0,1,-2,9,4,0,-1,1
1517145318109945,0,5,19,2,-4,-3,0,0
1517145318109945,-3,-15,-33,-2,2,-1,0,-2
1517145318133019,-1,3,-4,-14,-6,-3,-2,-1
1517145318133019,5,14,10,-2,-3,0,-1,-1
