timestamp,x,y,z
1517145103610825,-0.625,0.0625,0.1875
1517145103624833,-0.5,-0.25,-0.0625
1517145103648850,-0.375,-0.375,-0.1875
1517145103669865,-0.1875,-0.5625,0.1875
1517145103684877,-0.3125,-0.625,0.1875
1517145103708900,-0.125,-0.0625,0.1875
1517145103730909,-0.0625,0.375,0.1875
1517145103785948,-0.4375,0.25,-0.0625
1517145103787949,-0.6875,0.5,-0.5
1517145103806963,-0.9375,0.4375,-0.375
1517145103807964,-1.125,0.875,-0.625
1517145103821973,-1.375,1.4375,-1.0625
1517145103843989,-1.6875,1.625,-1.3125
1517145103898027,-1.1875,1.0625,-1.25
1517145103899028,-1.0625,0.4375,-0.6875
1517145103905032,-0.375,-0.3125,-0.4375
1517145103926055,0.5625,-0.75,-0.0625
1517145103941058,-0.375,-0.625,-0.0625
1517145103972080,-0.3125,-0.875,-0.375
1517145103993094,0,-0.5625,-0.25
1517145104010107,-0.0625,-0.4375,-0.125
1517145104033123,0.625,-0.875,0.1875
1517145104053137,0.4375,-1.0625,0.0625
1517145104070149,0.1875,-0.875,0.0625
1517145104092165,0.125,-0.75,0.1875
1517145104113180,-0.875,0,-0.1875
1517145104129191,-0.0625,-0.0625,-0.125
1517145104152207,0.0625,0.0625,0.125
1517145104173222,0.125,0.3125,-0.125
1517145104197239,-0.75,0.875,-0.1875
1517145104212256,-1.125,0.0625,0
1517145104233265,-0.4375,0.125,-0.1875
1517145104249276,0.0625,0.0625,-0.125
1517145104272292,0.1875,0.375,-0.5625
1517145104293321,0.0625,-0.125,-0.4375
1517145104317324,-0.3125,0.1875,-0.0625
1517145104332335,-0.125,0.6875,0.125
1517145104353350,1.0625,0.4375,0.125
1517145104371362,0.75,-0.0625,0.1875
1517145104392388,1.125,-0.5,0.875
1517145104413393,-0.0625,-1.5625,0.875
1517145104429404,1,0.5625,0.3125
1517145104452420,0.9375,-0.4375,0.75
1517145104475440,0.9375,-0.6875,0.0625
1517145104489447,0.3125,0,-0.0625
1517145104512464,-0.0625,-0.6875,-0.125
1517145104534478,0.1875,-1.5625,-0.0625
1517145104549489,0.5,-3.0625,-0.625
1517145104579510,-1.0625,-3.75,-1.0625
1517145104594521,-1.5625,-2.75,-1.1875
1517145104615536,-3.0625,-1.375,-1.375
1517145104632548,-1.875,-3.375,-1.75
1517145104654563,-0.6875,-3.625,-1.9375
1517145104668573,-2.5625,-3.75,-2.3125
1517145104692592,-0.25,-4.9375,-3.5
1517145104714607,-0.625,-5.75,-4.3125
1517145104728617,-0.5,-6.6875,-6.0625
1517145104752634,0.3125,-7.25,-7.0625
1517145104775656,-0.25,-8.5,-7.1875
1517145104788660,1.6875,-8.0625,-7.4375
1517145104813676,3.5625,-8.75,-8.0625
1517145104834692,5.875,-9.5625,-9.125
1517145104855706,7.1875,-8,-9.8125
1517145104878723,7.625,-7.4375,-10.75
1517145104884728,7.625,-7.5,-10.9375
1517145104899739,9.9375,-7.625,-11.1875
1517145104922792,12.5,-7,-12.8125
1517145104944823,12.1875,-6.6875,-13.375
1517145104962784,12.875,-5.5,-13.25
1517145104982851,13.0625,-4.5625,-13.4375
1517145105004868,14.1875,-3.75,-12.6875
1517145105030868,16.125,-3.3125,-13.5
1517145105042842,16.5,-2.625,-14.875
1517145105064908,16.75,-2.375,-16.375
1517145105081901,16.625,-1.875,-15.75
1517145105102947,16.25,-2.3125,-15.5
1517145105124900,15.9375,-2.4375,-14.875
1517145105147978,14.5,-4.4375,-15.25
1517145105162989,13.625,-4.625,-15.625
1517145105184955,13.5,-4.25,-15.625
1517145105201954,14.75,-3.375,-15.1875
1517145105222967,15.5,-3.5625,-14.25
1517145105252989,15.625,-3.1875,-14.5
1517145105260994,13.25,-6.125,-15.875
1517145105283009,14,-7.375,-16.5625
1517145105305026,15.125,-10.6875,-16.1875
1517145105323039,15.375,-15.5,-15.625
1517145105343054,8.9375,-28.1875,-16
1517145105365068,-1.125,-36,-14
1517145105381118,0.75,-32.875,-9.625
1517145105410100,12.25,-28.0625,-7.6875
1517145105425111,22.625,-25.25,-7.75
1517145105441123,37.8125,-6.375,-2.0625
1517145105463142,43.6875,0.9375,19.625
1517145105485206,42.3125,5.9375,23.6875
1517145105507224,23.6875,11.75,29.875
1517145105522235,18.75,19.4375,30.0625
1517145105545251,32.6875,21.6875,27.9375
1517145105561224,31.375,24.625,29.6875
1517145105583224,27.5625,24.625,32.625
1517145105605304,23.875,16.75,36.5625
1517145105621250,25.25,4.1875,38.25
1517145105642265,27.9375,-5.6875,41.875
1517145105668317,27.625,-10.9375,40.9375
1517145105689298,24.875,-12.5625,38.125
1517145105702362,16.5625,-13.5625,32.9375
1517145105725327,1,-22.3125,32.25
1517145105741337,-3.4375,-27.1875,30.375
1517145105762403,2.4375,-24.6875,23.5
1517145105793375,-0.0625,-21.8125,13.875
1517145105801381,-16,-19.8125,8.4375
1517145105822447,-30.75,-17.75,2.8125
1517145105845408,-36.4375,-20.1875,-0.4375
1517145105861420,-32.8125,-21,-6.6875
1517145105882489,-30,-20.5,-13.1875
1517145105905508,-32.1875,-23,-9.8125
1517145105923513,-30.4375,0.3125,-14.6875
1517145105942478,-16.375,38.375,-19.375
1517145105968502,-9.3125,21.5625,-6.9375
1517145105983508,-28.0625,14.8125,-12.6875
1517145106002577,-43.6875,14.4375,-7.9375
1517145106025539,-13.8125,9.9375,-7.6875
1517145106043552,9.125,12.3125,-9.375
1517145106062565,7.625,12.0625,-7.875
1517145106084579,-4.9375,11.375,-1.625
1517145106103597,-16.3125,13.125,4.375
1517145106122661,-15.25,14.375,6.9375
1517145106145635,-8.5,16.5625,6.375
1517145106162653,-3.875,18.875,5.625
1517145106182704,-3.9375,19.25,6.9375
1517145106204719,-3.9375,17.125,9.0625
1517145106222679,1.3125,11.75,8.6875
1517145106245695,1.375,6.25,4.5
1517145106264763,-1.375,3.3125,3
1517145106282721,-4.8125,0.375,5.125
1517145106302733,-7.125,-4,5.875
1517145106324750,-5.375,-4.0625,5.25
1517145106342763,0.875,-5.375,4.6875
1517145106362831,4.375,-4.5625,2.875
1517145106384829,3.1875,-4.3125,2.3125
1517145106402810,0.75,-3.6875,2
1517145106422818,-0.0625,-1.8125,1.25
1517145106444890,1.625,-1.75,1.75
1517145106462848,3.8125,-1.8125,2.4375
1517145106482918,4.8125,-1.75,2.125
1517145106504878,3.875,-1.25,2
1517145106522890,2.625,-0.9375,2.25
1517145106543905,1.5,-0.5,2.375
1517145106564954,1.0625,-0.25,2.0625
1517145106582933,1.4375,-0.75,2.1875
1517145106603952,1.8125,-1.125,2.0625
1517145106627967,2.0625,-1.4375,1.9375
1517145106642976,1.8125,-1.8125,1.9375
1517145106663994,2.25,-2.125,1.875
1517145106685063,2.875,-2.25,1.4375
1517145106704050,2.1875,-2.4375,1.3125
1517145106724034,1.125,-1.6875,1.5
1517145106745053,1.3125,-0.4375,1.3125
1517145106763060,1.0625,0.4375,0.6875
1517145106784075,0.5625,0.3125,0.875
1517145106805142,0.5,0.125,0.9375
1517145106823119,0.4375,-0.125,0.875
1517145106844117,0.125,-0.4375,0.625
1517145106865147,-0.3125,-0.5625,0.625
1517145106883145,-0.625,-0.6875,0.5625
1517145106905179,-0.875,-0.4375,0.625
1517145106925177,-0.125,-0.5625,0.8125
1517145106943188,0.6875,-0.8125,0.5
1517145106965221,0.75,-1.25,0.1875
1517145106988254,-0.1875,-1.375,0.5
1517145107003250,-0.875,-1.3125,0.875
1517145107025247,-0.5625,-1,0.5625
1517145107052304,0.3125,-0.875,0.625
1517145107063359,0.4375,-0.875,0.5
1517145107085339,-0.4375,-0.8125,0.4375
1517145107105409,-0.8125,-0.8125,0.375
1517145107123418,-0.75,-0.8125,0.375
1517145107145382,-0.625,-0.75,0.5
1517145107165396,-0.75,-0.6875,0.4375
1517145107183470,-0.4375,-0.6875,0.375
1517145107205423,-0.3125,-0.8125,0.375
1517145107225438,-0.0625,-0.9375,0.375
1517145107250455,-0.25,-0.9375,0.4375
1517145107265466,-0.3125,-1,0.5625
1517145107288500,-0.1875,-0.9375,0.5
1517145107303512,-0.375,-0.875,0.5625
1517145107325507,-0.375,-0.8125,0.75
1517145107345554,-0.0625,-0.9375,0.375
1517145107362534,0,-1,0.3125
1517145107385551,-0.0625,-1.0625,0.625
1517145107405566,-0.125,-0.875,0.5625
1517145107422578,0.6875,-0.875,0.5
1517145107445610,0.9375,-1.25,-0.1875
1517145107466611,0.375,-1.4375,0.1875
1517145107482630,-0.6875,-1.4375,0.5625
1517145107505641,-0.375,-1.125,0.3125
1517145107525652,0.75,-0.875,0.125
1517145107542664,0.875,-0.625,-0.0625
1517145107564680,0.3125,-0.25,0.125
1517145107585693,-0.375,-0.125,0.25
1517145107601704,-0.3125,0,0.1875
1517145107624721,-0.125,-0.125,0
1517145107645790,0,-0.0625,-0.25
1517145107662748,-0.625,0.25,0
1517145107684766,-0.75,0.0625,0.3125
1517145107705831,0.0625,0.0625,-0.1875
1517145107721849,0.375,-0.125,-0.3125
1517145107745865,-0.125,0.125,0.0625
1517145107765876,-0.25,-0.125,0
1517145107781831,-0.1875,-0.125,0
1517145107804848,0.1875,-0.0625,0.0625
1517145107826864,-0.0625,0.1875,-0.0625
1517145107847932,-0.3125,0.1875,0.125
1517145107864901,-0.375,0.0625,0
1517145107886941,-0.3125,0.1875,-0.125
1517145107901928,-0.125,0.125,0.0625
1517145107924934,0,-0.0625,-0.0625
1517145107946983,0,0.125,0.0625
1517145107961962,-0.25,0.125,0.1875
1517145107984978,0.125,0,0.125
1517145108006996,0.1875,0,0
1517145108030011,0.0625,-0.25,0.25
1517145108045019,-0.0625,-0.125,0.0625
1517145108067034,-0.1875,-0.1875,0.125
1517145108082044,0.0625,-0.25,0.3125
1517145108105097,0.25,-0.125,0.1875
1517145108127076,0,0.1875,0.3125
1517145108141106,-0.0625,0.4375,0.3125
1517145108165106,0.5,0.3125,-0.0625
1517145108187120,0.0625,0.3125,-1.1875
1517145108201189,-1.0625,0.0625,-0.875
1517145108225148,-2.75,-0.5,-0.375
1517145108247163,-1,-0.8125,-0.4375
1517145108261183,-0.375,-0.5,-0.5
1517145108285209,0.0625,-0.3125,-0.75
1517145108307205,-0.4375,-0.375,-0.5
1517145108328221,-0.8125,-0.625,-0.125
1517145108344292,-0.6875,0.25,-0.4375
1517145108374273,-0.3125,0.3125,-0.0625
1517145108388316,0.125,-0.125,0.0625
1517145108404332,0.875,0,0.0625
1517145108427290,-0.25,0.375,0.3125
1517145108448307,-0.3125,0.4375,0.125
1517145108465317,0.6875,0.1875,0
1517145108487349,0.875,-0.125,-0.125
1517145108508347,-0.4375,-0.1875,0.25
1517145108524360,-0.8125,-0.1875,0.25
1517145108547378,-0.0625,-0.0625,0.125
1517145108569412,0.375,0.0625,0
1517145108584401,0.125,0,0
1517145108607436,-0.625,0,0
1517145108635440,-0.5,0,0.125
1517145108644445,-0.1875,-0.125,0.125
1517145108667471,0,-0.0625,0.1875
1517145108688529,-0.0625,-0.0625,0.125
1517145108704486,-0.1875,0.0625,0.3125
1517145108727514,-0.3125,0.0625,0.1875
1517145108748574,0.0625,0,0.25
1517145108764529,0.375,-0.0625,0.25
1517145108787546,0.1875,0.0625,0.125
1517145108809562,0,0.0625,0.3125
1517145108824587,0.0625,-0.0625,0.4375
1517145108847626,0.5,0,0.3125
1517145108869604,0.25,-0.0625,0.3125
1517145108884614,0.25,0.1875,0.375
1517145108907630,0.375,0.25,0.3125
1517145108929646,0.875,0.1875,0.3125
1517145108952676,0.6875,-0.125,0
1517145108967673,0,-0.125,0.25
1517145108989689,-0.5625,-0.125,0.3125
1517145109003719,0.25,-0.0625,0.125
1517145109027716,0.875,-0.125,0.125
1517145109049735,0.375,-0.1875,0.0625
1517145109063761,-0.3125,-0.0625,0.375
1517145109086757,-0.5,0.125,0.4375
1517145109109774,0,0.1875,0.1875
1517145109138795,0.1875,0.1875,0.125
1517145109146860,-0.25,0.0625,0
1517145109169820,-0.6875,0.3125,0.1875
1517145109191832,-0.75,0.0625,0.5625
1517145109206883,0.5625,-0.0625,0.25
1517145109229862,0.875,0.0625,-0.1875
1517145109250929,0.125,0,0.0625
1517145109267904,-0.4375,-0.0625,0.4375
1517145109289901,-0.3125,0.125,0.3125
1517145109310971,0.25,0.25,0.1875
1517145109326928,0.6875,0.4375,0.1875
1517145109349962,0.25,0.4375,0.25
1517145109371014,-0.625,0.4375,0.3125
1517145109386976,-0.6875,0.25,0.1875
1517145109409987,-0.3125,0.3125,0.125
1517145109431056,-0.125,0.25,0.3125
