timestamp,roll,pitch,yaw
1517145315454060,-0.205544,-0.255924,-2.42108
1517145315461064,-0.205969,-0.256288,-2.42093
1517145315484081,-0.20592,-0.256171,-2.42093
1517145315499092,-0.205796,-0.255563,-2.42107
1517145315523109,-0.206136,-0.255036,-2.42097
1517145315544124,-0.205945,-0.254588,-2.42112
1517145315559134,-0.206049,-0.254301,-2.42141
1517145315584152,-0.206547,-0.253986,-2.42156
1517145315614173,-0.207446,-0.254086,-2.42198
1517145315622179,-0.207963,-0.25419,-2.42233
1517145315635188,-0.208307,-0.2542,-2.42257
1517145315659205,-0.208442,-0.254308,-2.42286
1517145315688225,-0.208442,-0.254308,-2.42286
1517145315698232,-0.208096,-0.253914,-2.42319
1517145315748268,-0.207856,-0.253349,-2.42333
1517145315749271,-0.207548,-0.252942,-2.42348
1517145315758278,-0.207635,-0.252506,-2.42349
1517145315777296,-0.207388,-0.252347,-2.4238
1517145315793308,-0.207721,-0.252227,-2.42387
1517145315823322,-0.208022,-0.25241,-2.42415
1517145315844336,-0.208484,-0.252648,-2.42429
1517145315867353,-0.208366,-0.25269,-2.4243
1517145315884366,-0.208366,-0.25269,-2.4243
1517145315904380,-0.208298,-0.252849,-2.4243
1517145315927395,-0.208138,-0.252524,-2.42452
1517145315943406,-0.208225,-0.252088,-2.42453
1517145315964421,-0.207869,-0.251565,-2.42468
1517145315980433,-0.20758,-0.250882,-2.42483
1517145316003449,-0.207637,-0.250479,-2.42513
1517145316032470,-0.207803,-0.250284,-2.42522
1517145316046481,-0.207908,-0.249999,-2.42551
1517145316063492,-0.208037,-0.250087,-2.42568
1517145316084506,-0.208037,-0.250087,-2.42568
1517145316100518,-0.208086,-0.250204,-2.42567
1517145316123535,-0.208086,-0.250204,-2.42567
1517145316144549,-0.208135,-0.250321,-2.42567
1517145316160561,-0.207822,-0.250165,-2.4256
1517145316183577,-0.207526,-0.249888,-2.42592
1517145316204592,-0.207749,-0.24956,-2.42621
1517145316220603,-0.208206,-0.249418,-2.4264
1517145316243620,-0.20807,-0.249467,-2.42649
1517145316265635,-0.20807,-0.249467,-2.42649
1517145316286650,-0.208107,-0.249341,-2.42679
1517145316309666,-0.208312,-0.248864,-2.42679
1517145316326679,-0.208172,-0.248532,-2.42693
1517145316340689,-0.207624,-0.248459,-2.42687
1517145316363705,-0.207476,-0.248377,-2.42679
1517145316385720,-0.207476,-0.248377,-2.42679
1517145316401732,-0.207408,-0.248536,-2.42679
1517145316423748,-0.207537,-0.248624,-2.42696
1517145316445763,-0.207986,-0.248733,-2.42693
1517145316459773,-0.207869,-0.248775,-2.42694
1517145316483791,-0.207801,-0.248934,-2.42694
1517145316505805,-0.20787,-0.248505,-2.42703
1517145316519815,-0.208241,-0.248104,-2.42702
1517145316543832,-0.208335,-0.247688,-2.42715
1517145316565849,-0.208355,-0.247412,-2.42715
1517145316586864,-0.208362,-0.247162,-2.42736
1517145316603875,-0.208511,-0.246974,-2.42754
1517145316626893,-0.209047,-0.247073,-2.4278
1517145316639900,-0.209096,-0.24719,-2.4278
1517145316662917,-0.208979,-0.247232,-2.4278
1517145316692945,-0.208861,-0.247274,-2.42781
1517145316701946,-0.208861,-0.247274,-2.42781
1517145316728964,-0.208892,-0.247398,-2.42789
1517145316745976,-0.208628,-0.247089,-2.42791
1517145316767992,-0.208575,-0.246591,-2.42796
1517145316797013,-0.208292,-0.246558,-2.42798
1517145316812023,-0.208077,-0.246366,-2.42799
1517145316828042,-0.208174,-0.2466,-2.42798
1517145316851051,-0.208517,-0.24715,-2.42804
1517145316866061,-0.208657,-0.247482,-2.4279
1517145316888076,-0.208706,-0.247599,-2.4279
1517145316911096,-0.208687,-0.247606,-2.42799
1517145316916151,-0.208472,-0.247414,-2.428
1517145316933144,-0.20843,-0.247316,-2.42813
1517145316954177,-0.208048,-0.247317,-2.42806
1517145316984204,-0.208048,-0.247317,-2.42806
1517145316993154,-0.208097,-0.247434,-2.42806
1517145317014169,-0.208569,-0.247917,-2.4279
1517145317039186,-0.209072,-0.248523,-2.42782
1517145317053198,-0.209507,-0.249019,-2.42784
1517145317074262,-0.209684,-0.249493,-2.42791
1517145317096278,-0.209616,-0.249652,-2.42791
1517145317113236,-0.209498,-0.249694,-2.42791
1517145317134252,-0.209104,-0.249722,-2.42806
1517145317156321,-0.208889,-0.24953,-2.42807
1517145317172334,-0.208723,-0.249455,-2.42809
1517145317194298,-0.208635,-0.24962,-2.42817
1517145317216364,-0.208684,-0.249737,-2.42817
1517145317232328,-0.209115,-0.250122,-2.42814
1517145317253337,-0.209096,-0.250129,-2.42823
1517145317276356,-0.209028,-0.250288,-2.42823
1517145317292363,-0.20891,-0.250329,-2.42823
1517145317316381,-0.208959,-0.250447,-2.42823
1517145317336395,-0.208842,-0.250488,-2.42823
1517145317352406,-0.208891,-0.250606,-2.42823
1517145317373460,-0.208891,-0.250606,-2.42823
1517145317397442,-0.208822,-0.250764,-2.42823
1517145317420458,-0.208865,-0.250862,-2.4281
1517145317433465,-0.208895,-0.250986,-2.42818
1517145317456534,-0.209163,-0.251946,-2.42803
1517145317472494,-0.209333,-0.252671,-2.42788
1517145317501544,-0.209373,-0.253464,-2.42795
1517145317516580,-0.20926,-0.254426,-2.42773
1517145317532541,-0.20926,-0.254426,-2.42773
1517145317553550,-0.209191,-0.254585,-2.42773
1517145317576568,-0.209215,-0.254689,-2.42769
1517145317592579,-0.209147,-0.254848,-2.42769
1517145317613609,-0.209196,-0.254965,-2.42769
1517145317637608,-0.209422,-0.255558,-2.42775
1517145317652621,-0.209612,-0.256007,-2.42761
1517145317673652,-0.209544,-0.256166,-2.42761
1517145317699658,-0.209574,-0.25629,-2.42769
1517145317712661,-0.209574,-0.25629,-2.42769
1517145317733695,-0.208869,-0.256811,-2.42764
1517145317756711,-0.208919,-0.256929,-2.42763
1517145317773704,-0.20885,-0.257088,-2.42763
1517145317793721,-0.208609,-0.257692,-2.42734
1517145317816737,-0.20848,-0.258504,-2.42683
1517145317833764,-0.208572,-0.25989,-2.42625
1517145317853800,-0.209047,-0.261543,-2.42565
1517145317876780,-0.20906,-0.263115,-2.4253
1517145317894793,-0.20896,-0.264208,-2.42525
1517145317922813,-0.208892,-0.264368,-2.42525
1517145317936824,-0.208775,-0.26441,-2.42526
1517145317953876,-0.208657,-0.264452,-2.42527
1517145317976849,-0.208477,-0.264403,-2.42549
1517145317996867,-0.208016,-0.2638,-2.42603
1517145318013876,-0.20804,-0.263273,-2.42625
1517145318033890,-0.208144,-0.262987,-2.42655
1517145318055908,-0.208257,-0.262831,-2.42701
1517145318073919,-0.208744,-0.262814,-2.42728
1517145318093938,-0.208626,-0.262856,-2.42729
1517145318116007,-0.208656,-0.26298,-2.42737
1517145318133964,-0.20829,-0.262862,-2.4277
1517145318154033,-0.207949,-0.262487,-2.42814
1517145318175992,-0.207752,-0.262017,-2.42816
1517145318195008,-0.207444,-0.26161,-2.42831
1517145318214059,-0.207171,-0.261075,-2.42876
1517145318236090,-0.207158,-0.260832,-2.42906
1517145318254049,-0.207472,-0.260719,-2.42922
1517145318274117,-0.207472,-0.260719,-2.42922
1517145318296132,-0.207403,-0.260878,-2.42922
1517145318314089,-0.207403,-0.260878,-2.42922
1517145318335109,-0.207452,-0.260996,-2.42921
1517145318356175,-0.207224,-0.260829,-2.42944
1517145318374142,-0.207181,-0.260461,-2.42966
1517145318395151,-0.207219,-0.259908,-2.42967
1517145318416221,-0.207386,-0.259714,-2.42975
1517145318440199,-0.207079,-0.259306,-2.42989
1517145318455193,-0.207164,-0.259297,-2.43019
1517145318476207,-0.207448,-0.259061,-2.43026
1517145318495256,-0.207478,-0.259184,-2.43035
1517145318515232,-0.207563,-0.259175,-2.43064
1517145318544252,-0.207649,-0.258896,-2.43102
1517145318554278,-0.207575,-0.258292,-2.43163
1517145318578276,-0.20752,-0.257681,-2.43216
1517145318596292,-0.207603,-0.257021,-2.43258
1517145318614338,-0.207318,-0.256067,-2.43283
1517145318635320,-0.206833,-0.255609,-2.4332
1517145318656332,-0.20692,-0.255331,-2.43358
1517145318674345,-0.207369,-0.255328,-2.43403
1517145318704365,-0.207251,-0.255369,-2.43404
1517145318716374,-0.206663,-0.255577,-2.43407
1517145318738390,-0.206527,-0.255625,-2.43416
1517145318756402,-0.206575,-0.255742,-2.43416
1517145318783425,-0.206485,-0.255527,-2.43429
1517145318794430,-0.206221,-0.255217,-2.43431
1517145318816448,-0.20613,-0.255001,-2.43444
1517145318836461,-0.206063,-0.254891,-2.43453
1517145318854506,-0.20605,-0.254917,-2.43474
1517145318876487,-0.206432,-0.254916,-2.43481
1517145318896502,-0.206727,-0.255081,-2.43497
1517145318914551,-0.206658,-0.25524,-2.43497
1517145318936530,-0.206658,-0.25524,-2.43497
1517145318956543,-0.206374,-0.255205,-2.43498
1517145318981564,-0.206186,-0.254755,-2.43513
1517145318996572,-0.20604,-0.254403,-2.43514
1517145319019609,-0.205625,-0.253786,-2.43551
1517145319034636,-0.205803,-0.253073,-2.4359
1517145319056618,-0.206222,-0.252296,-2.43639
1517145319076630,-0.206428,-0.252089,-2.4363
1517145319094647,-0.206409,-0.252096,-2.43639
1517145319116659,-0.206106,-0.252068,-2.43649
