timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1517145156831021,-10,-11,-7,3,0,-1,0,-2
1517145156831021,-7,-19,-8,-5,-3,-2,-2,-4
1517145156831970,-3,7,13,5,1,0,0,0
1517145156831970,0,-13,-23,0,-1,0,-1,2
1517145156854020,3,4,7,2,-2,-3,-3,-2
1517145156854020,0,17,3,0,-1,1,-2,-1
1517145156854020,3,13,-11,-2,-3,-2,1,1
1517145156854020,2,1,-7,1,-1,0,-2,-3
1517145156867011,-2,3,-3,-10,-3,-2,0,-1
1517145156867011,12,-7,9,0,-2,-2,-1,0
1517145156874999,4,6,-20,-1,0,0,1,0
1517145156874999,5,16,6,-9,0,-1,1,1
1517145156891010,1,-7,19,8,-2,-1,-3,-2
1517145156891010,0,7,-15,-9,-1,-1,0,0
1517145156892030,1,-5,17,3,1,0,0,-1
1517145156892030,-2,-20,-45,-6,0,0,-1,-2
1517145156921085,3,22,4,3,0,1,0,-1
1517145156921085,-4,-2,2,-7,-2,-2,-2,-2
1517145156922035,-2,-9,7,1,1,-1,-2,-2
1517145156922035,-4,3,15,1,-2,0,-2,-1
1517145156927069,-2,2,-3,-2,0,2,0,1
1517145156927069,-2,3,-29,2,1,1,-1,-1
1517145156935096,3,4,23,0,-3,-3,-1,1
1517145156935096,-5,-15,-50,-3,-1,-3,-1,-3
1517145156958078,-2,19,38,-4,-3,-1,1,0
1517145156958078,4,23,13,4,0,1,1,1
1517145156959058,0,-9,-11,-2,-1,-1,-1,1
1517145156959058,-3,3,25,2,0,0,-2,-2
1517145156974069,7,-13,-10,4,1,-1,-3,2
1517145156974069,-3,32,10,0,-1,0,-1,1
1517145156974069,-3,-3,-4,-7,-5,-3,-3,0
1517145156974069,-4,3,2,0,-1,-1,-2,-5
1517145156987133,-4,-30,-12,-3,0,0,-2,-4
1517145156987133,-1,-13,21,3,-1,-1,-1,-2
1517145156995084,2,-5,-6,-2,-2,-1,-2,-1
1517145156995084,1,-19,-1,-1,-1,-1,-1,1
1517145157011099,-3,15,4,-3,-1,-2,-1,-2
1517145157011099,-1,0,15,1,-2,-1,-2,-3
1517145157012097,-4,3,-42,-2,0,-1,0,0
1517145157012097,3,-3,15,-4,-2,-3,-2,-1
1517145157033167,-3,-9,-8,-2,-2,-1,-1,-1
1517145157033167,-6,-24,-7,-7,-3,-1,-1,0
1517145157034111,-12,44,8,1,1,0,1,0
1517145157034111,3,-6,10,-1,-1,-2,-1,0
1517145157047120,13,0,-16,5,2,0,0,0
1517145157047120,0,14,5,1,-1,-2,-1,-2
1517145157055181,-5,-11,-14,2,-2,-2,-2,-2
1517145157055181,3,2,11,-13,-6,-4,-3,-2
1517145157071194,-6,7,10,1,-2,0,1,1
1517145157071194,6,-21,-27,-3,-1,-2,-2,-1
1517145157072156,5,10,-4,3,1,0,1,-1
1517145157072156,-5,0,20,6,1,1,1,7
1517145157093169,-9,-33,-22,-12,-5,-2,-5,-15
1517145157093169,-8,4,15,3,0,0,-1,-1
1517145157094153,-2,-14,14,-5,-4,-3,-3,-4
1517145157094153,2,-7,-15,1,-1,-2,0,-1
1517145157116224,8,54,9,5,3,3,3,8
1517145157116224,9,-7,-7,0,-1,-2,-1,-3
1517145157117203,-23,-10,1,-1,-2,0,0,-4
1517145157117203,2,7,-27,-2,-1,2,-1,-2
1517145157131234,7,10,10,0,2,0,-1,0
1517145157131234,6,21,21,0,-3,-3,0,0
1517145157132186,6,-15,-16,-3,-1,-1,-1,3
1517145157132186,-2,-24,7,0,-2,1,-1,-2
1517145157153251,-4,-16,-9,-1,-1,-2,-1,0
1517145157153251,-8,-12,-19,-2,-2,-2,-3,-2
1517145157154201,16,26,25,-3,-2,-1,-1,-1
1517145157154201,-6,2,-25,3,1,0,0,-1
1517145157176228,-3,5,-15,-1,0,-3,0,-2
1517145157176228,-8,-29,34,-6,-3,-2,-1,-3
1517145157177246,-2,-6,-20,-2,-2,-2,-2,-3
1517145157177246,-1,-7,15,-1,0,-1,-1,-2
1517145157198246,-1,0,-26,1,-2,-1,-1,2
1517145157198246,-2,1,24,-1,0,1,-1,-2
1517145157199227,-6,-18,-28,-8,-2,-2,-2,-2
1517145157199227,4,16,14,0,0,-3,-1,1
1517145157213274,-9,-27,-9,-3,-1,-1,-1,-1
1517145157213274,1,4,0,2,-1,0,-1,0
1517145157215252,5,0,22,1,0,0,0,-1
1517145157215252,-3,3,-7,1,-1,-1,-1,0
1517145157236310,-2,-14,-7,-4,-3,-3,0,-1
1517145157236310,5,16,-10,2,0,-1,-1,1
1517145157237293,7,16,17,-1,-1,-1,-2,-1
1517145157237293,-10,-37,-22,-3,-1,-1,-3,-1
1517145157250276,-5,4,15,-1,0,0,-1,0
1517145157250276,3,-5,-21,7,3,0,0,0
1517145157258271,-7,-39,15,0,-2,-1,-2,-1
1517145157258271,9,31,7,-1,3,1,1,0
1517145157274324,-12,7,7,0,-1,0,0,-1
1517145157274324,0,-4,-15,-8,-4,-1,-2,0
1517145157280286,4,-5,-9,1,-2,-1,-1,-2
1517145157280286,11,56,8,-3,-2,-1,0,1
1517145157296351,-15,-14,30,11,-1,-2,-1,-3
1517145157296351,-3,8,-53,-10,0,-1,-1,-3
1517145157297327,-2,-45,8,2,-1,-1,-1,-1
1517145157297327,-6,-14,11,-4,-3,-1,-1,5
1517145157309307,6,-13,3,0,-1,-2,-2,-6
1517145157309307,0,21,13,1,-2,-2,0,1
1517145157318367,-4,-4,-13,-3,-1,-1,0,1
1517145157318367,-9,-8,-7,0,-1,-1,0,-1
1517145157333383,1,-10,-7,-3,-2,-1,0,1
1517145157333383,13,39,14,1,0,0,0,-1
1517145157335343,7,42,-1,-1,-1,-1,-2,-2
1517145157335343,5,26,-42,1,0,-1,-2,-2
1517145157356394,1,1,34,1,-2,-2,-1,0
1517145157356394,-6,-9,19,1,-1,0,0,0
1517145157357359,0,-10,-22,0,0,-1,-1,0
1517145157357359,-6,-11,-19,1,-2,0,0,-6
1517145157369370,14,9,13,-3,-1,0,0,2
1517145157369370,-18,-18,-41,-6,-1,-2,0,0
1517145157378415,-6,-12,10,-2,-2,0,-1,0
1517145157378415,-3,-21,-3,-1,1,-1,-2,-3
1517145157393390,-4,-8,-16,-2,-1,0,-2,0
1517145157393390,1,-41,24,2,0,-1,0,-2
1517145157395370,0,7,-22,-3,0,-2,-1,-1
1517145157395370,-8,-13,6,-2,-2,-2,-2,-4
1517145157416382,4,32,3,-2,-3,1,0,2
1517145157416382,8,7,2,0,-1,-1,-3,-1
1517145157417383,-9,-9,14,2,-1,0,-1,-2
1517145157417383,-5,-24,2,-6,-2,-3,-2,-3
1517145157430393,-1,4,-3,0,0,0,0,-3
1517145157430393,-15,-51,-39,-1,0,-2,0,-1
1517145157437451,-1,-9,18,-2,1,0,-1,0
1517145157437451,-2,-1,6,-2,-3,-2,-2,-2
1517145157453463,-7,-28,-1,-7,-5,-3,-2,-3
1517145157453463,8,14,9,0,0,0,-1,0
1517145157455427,3,9,-6,-2,-1,-1,-1,0
1517145157455427,1,7,0,2,0,0,1,-1
1517145157476428,-1,14,-10,-4,-1,-4,-1,-2
1517145157476428,3,8,7,-1,-1,0,-1,-1
1517145157477427,4,11,9,2,0,0,-2,1
1517145157477427,-5,15,5,0,-3,-1,-1,-2
1517145157490489,0,-13,-4,-4,0,-1,-1,1
1517145157490489,-10,6,13,2,-1,-1,0,-3
1517145157497493,-4,-4,-36,-6,-3,-1,-3,-3
1517145157497493,-2,-15,19,-2,-2,0,0,1
1517145157513507,-7,-13,-16,2,1,-2,-2,-4
1517145157513507,-4,-8,3,0,-1,-2,0,-2
1517145157515470,6,10,16,1,0,1,1,0
1517145157515470,-7,-30,-5,-7,-4,-3,-2,-3
1517145157536468,2,2,3,1,0,0,-1,2
1517145157536468,1,1,-21,-2,1,-1,-1,0
1517145157537467,4,-5,-2,-3,-3,-2,0,-2
1517145157537467,-16,-15,8,2,0,0,0,-1
1517145157550532,3,37,-5,2,1,2,1,1
1517145157550532,10,2,2,0,-1,-1,-2,-1
1517145157557536,-10,-18,14,-1,0,-3,-1,-2
1517145157557536,14,18,-8,-1,-1,-1,-1,-1
1517145157573550,-1,15,-16,0,0,-2,-1,-1
1517145157573550,-1,-1,4,0,-3,0,-2,0
1517145157579553,-7,-17,-9,-3,-2,-1,-1,-2
1517145157579553,7,24,9,1,1,-1,0,-1
1517145157596556,-4,-14,-4,-1,0,-2,-1,0
1517145157596556,-1,16,4,-1,-2,-1,-1,0
1517145157597511,-7,-28,-9,-1,-2,-3,-1,-2
1517145157597511,3,30,16,-1,-2,-1,2,3
1517145157609535,6,-8,-19,4,0,0,-2,-1
1517145157609535,-6,-22,15,-7,-4,-3,-2,-2
1517145157618525,-5,0,1,-4,-3,-2,-1,-2
1517145157618525,-1,-15,-3,1,1,1,0,-2
1517145157633536,0,-3,7,-2,-2,1,0,-2
1517145157633536,1,35,-1,2,2,0,0,1
1517145157635537,2,13,-9,2,1,-2,-1,-2
1517145157635537,4,-14,-2,0,-2,-1,-2,-2
1517145157656608,8,18,-3,-1,-2,-2,-1,-1
1517145157656608,-15,-14,-6,-2,0,0,-1,-2
1517145157658555,6,10,-3,-1,-2,0,-2,1
1517145157658555,13,22,-2,0,0,-1,-1,2
1517145157669616,0,-11,7,-2,-3,0,-2,-3
1517145157669616,-2,-1,-4,3,-1,-1,-1,-1
1517145157678569,-2,10,2,-2,1,0,0,1
1517145157678569,-4,-28,-24,-2,-2,-1,-2,-1
1517145157693586,-5,4,8,-2,-2,-3,-2,-1
1517145157693586,3,-10,0,-1,0,-3,0,0
1517145157695584,-1,1,0,-2,-3,-1,-2,-3
1517145157695584,-3,8,-4,-2,-1,-2,0,-1
1517145157716655,-2,-37,-2,0,-1,-1,-1,0
1517145157716655,-6,1,-1,-1,-2,-1,-1,-1
1517145157718628,1,21,6,1,1,1,-1,-2
1517145157718628,1,16,-5,-3,1,-1,-1,0
1517145157729637,-2,-2,-6,-1,-2,0,1,0
1517145157729637,3,3,15,-2,-1,-1,-2,-1
1517145157738615,-3,-20,-60,-14,-4,-3,-1,-2
1517145157738615,-2,-3,-3,3,0,-2,-2,-3
1517145157753681,-1,15,16,2,0,-2,-1,1
1517145157753681,-9,-46,-15,-1,-4,-2,-2,-3
1517145157755655,11,75,24,6,0,2,2,5
1517145157755655,-16,-30,-21,-2,-2,-2,-1,-4
1517145157776640,3,-1,10,-2,0,-1,-1,0
1517145157776640,-2,-4,6,1,2,0,0,-1
1517145157777641,-6,-32,-22,-4,-3,-2,-2,-2
1517145157777641,-3,13,20,-2,-1,0,0,1
1517145157789704,3,24,-6,0,0,1,0,-1
1517145157789704,5,-13,23,1,0,-1,-1,1
1517145157798656,-2,9,-27,3,0,0,0,-1
1517145157798656,0,22,19,-1,-2,-4,-2,0
1517145157813721,-11,-29,-43,-9,-3,-2,-2,-2
1517145157813721,12,58,10,1,1,1,2,5
1517145157815668,4,-16,15,2,-1,-3,-2,-3
1517145157815668,2,1,7,1,1,1,1,3
1517145157835681,-2,26,10,0,-1,0,-1,-4
1517145157835681,-8,-34,-17,-3,-2,-1,-4,-7
1517145157837684,22,54,15,1,-2,0,2,8
1517145157837684,5,6,5,0,-2,-2,-2,-3
1517145157858705,-6,-31,-7,0,0,-1,2,2
1517145157858705,-1,16,-3,-3,-1,0,1,-2
1517145157860699,-12,-32,11,-4,-3,-5,-3,-4
1517145157860699,-2,-18,1,-2,0,0,0,-3
1517145157873706,1,19,-1,-2,0,-2,-3,-3
1517145157873706,3,-12,-12,-1,-1,-2,1,-1
1517145157874708,-21,10,11,1,0,0,-1,-1
1517145157874708,8,18,-3,1,0,-1,1,0
1517145157895722,-4,-15,0,-1,-2,-2,-1,-2
1517145157895722,-2,13,-4,-4,-1,-1,-1,1
1517145157897723,5,-6,9,2,-2,-1,-3,-2
1517145157897723,-7,-13,-7,-8,-5,-2,-3,0
1517145157909732,3,16,1,2,1,0,0,-1
1517145157909732,-2,0,8,-3,-1,-2,-1,0
1517145157918740,-3,-29,-15,1,2,-1,-1,-4
1517145157918740,-8,1,9,1,-2,-1,-2,-2
1517145157933806,5,0,7,-1,-1,1,-1,1
1517145157933806,0,-18,-4,-14,-5,-3,-3,-1
1517145157934784,9,15,2,4,-3,-2,-1,0
1517145157934784,-12,-51,-33,0,0,-1,-2,-2
1517145157955822,-1,19,20,-6,-3,-3,-1,-2
1517145157955822,5,-7,-9,1,1,-1,-1,-1
1517145157962776,-1,-11,20,-2,0,1,1,0
1517145157962776,1,-20,-5,-2,-3,-3,-1,-2
1517145157969828,-7,-2,-7,1,-2,-1,-3,-3
1517145157969828,-1,-20,-4,-1,0,-1,-2,-2
1517145157978781,-2,22,1,-2,-1,2,0,1
1517145157978781,-7,-19,-8,0,0,-2,-2,-3
1517145157993843,-18,-19,11,-5,-3,-3,-3,-5
1517145157993843,-6,-6,-33,-1,-1,-2,-1,-2
1517145157994809,-4,8,4,1,-1,-1,-1,-2
1517145157994809,3,-7,-3,-1,0,-1,2,0
1517145158015861,8,-4,8,-1,1,1,3,3
1517145158015861,3,9,-11,3,-1,0,1,-2
1517145158017811,-7,-7,8,-2,-1,-1,1,3
1517145158017811,3,29,-7,-3,-1,-1,-2,0
1517145158038879,2,-47,-1,2,-2,-2,-2,-3
1517145158038879,-4,8,12,3,-1,-2,0,2
1517145158039859,-9,-37,-66,-15,-3,-1,0,-3
1517145158039859,10,66,25,-1,-2,0,0,2
1517145158053834,0,-3,-7,2,1,0,-1,1
1517145158053834,-5,2,14,0,-1,-2,-3,-3
1517145158054834,4,-31,5,0,-1,-3,-4,-3
1517145158054834,-4,3,-20,-1,0,2,-3,0
1517145158075850,16,41,30,-3,-2,-1,-1,-1
1517145158075850,-5,1,-23,0,0,-1,0,0
1517145158077852,0,12,13,-3,-1,-2,0,-2
1517145158077852,-2,6,3,3,0,-1,-1,-2
1517145158098922,8,10,-11,-1,-3,-2,-2,0
1517145158098922,-6,-18,-13,-2,-1,1,-2,0
1517145158099867,0,-15,18,-1,-1,-2,-1,1
1517145158099867,-1,-2,-14,4,0,0,0,-3
1517145158113932,-7,-5,10,3,1,0,1,-2
1517145158113932,3,12,-16,-5,-5,-3,-2,-1
1517145158114895,-1,34,-16,5,2,-1,0,-2
1517145158114895,13,29,34,2,-2,1,3,4
1517145158135947,-4,14,-16,-12,0,0,-1,-1
1517145158135947,-3,17,4,9,0,1,-1,-2
1517145158137910,-4,-39,-42,-4,-2,-1,-3,-2
1517145158137910,-9,-24,18,-8,-3,-3,-2,-3
1517145158158913,-1,8,-28,2,2,0,0,1
1517145158158913,21,55,50,-5,-2,-1,1,5
1517145158159910,-2,-14,2,-1,-1,0,-1,-1
1517145158159910,-4,-7,-5,0,1,-2,-2,-3
1517145158172918,-18,-23,-6,-3,-2,-2,1,0
1517145158172918,4,-16,-1,4,1,1,-1,-3
1517145158179959,-2,6,12,1,-2,0,0,0
1517145158179959,0,-10,-5,-4,-2,1,-1,0
1517145158196990,9,16,17,4,0,-1,-2,0
1517145158196990,6,28,-18,-1,1,1,1,2
1517145158197978,-4,9,23,2,-1,0,1,0
1517145158197978,-6,-26,7,0,0,-1,-3,-4
1517145158219011,-8,7,-53,-9,-6,-4,-3,-2
1517145158219011,-7,-8,54,-1,-1,-1,-1,-2
1517145158219952,1,6,8,-1,-1,0,-2,-3
1517145158219952,-3,-4,-3,-1,0,1,0,-1
1517145158233016,4,-7,8,1,-1,-1,-1,0
1517145158233016,-3,-27,-17,0,-3,-3,-3,-3
1517145158240986,-10,56,32,-1,0,0,2,2
1517145158240986,1,-14,-14,-3,-1,-2,-2,3
1517145158256031,-6,-34,9,3,-2,-2,-2,-5
1517145158256031,-5,-19,-8,-10,-4,-2,-1,0
1517145158257980,8,5,9,0,-2,-3,-2,-3
1517145158257980,3,21,-1,5,0,0,-1,4
1517145158278994,-2,-9,0,0,0,0,-1,1
1517145158278994,-2,12,21,-3,-1,-3,-4,-4
1517145158279994,3,-6,-40,-1,1,-1,0,2
1517145158279994,-9,-9,18,-5,-2,-2,-1,-5
1517145158293004,2,17,3,1,-1,0,-1,-2
1517145158293004,-4,-17,0,6,2,1,0,-2
1517145158307015,-8,-21,-32,-7,-4,-1,-4,-3
1517145158307015,-2,13,-23,1,0,-1,-1,-2
1517145158316080,4,14,31,8,1,-1,-1,-3
1517145158316080,-12,-3,-10,-3,-3,-2,-1,0
1517145158318057,1,4,-22,-2,2,-1,1,-1
1517145158318057,18,-10,14,-4,-5,-4,-3,-2
1517145158346096,-15,-23,-8,-8,-4,-2,-1,0
1517145158346096,1,4,-5,1,0,-1,0,-1
1517145158348077,-4,-37,4,0,-1,-1,-1,-3
1517145158348077,-6,5,-2,1,-1,-1,-1,-2
1517145158353100,-1,-9,-14,-3,-1,-2,1,-2
1517145158353100,-9,-39,-6,-3,-3,-1,-3,-2
1517145158360052,2,-3,-14,2,-2,0,-2,0
1517145158360052,1,-18,11,-1,0,-1,1,7
1517145158376064,-4,11,6,-2,0,0,-3,-13
1517145158376064,-5,-24,-44,-4,-1,0,0,1
1517145158378066,5,29,31,1,0,1,-1,0
1517145158378066,-6,-10,-18,-6,-3,-1,-1,-1
1517145158399099,9,15,5,4,1,0,1,3
1517145158399099,1,9,-7,1,1,2,-1,-2
1517145158400080,-4,-19,-14,-4,-3,-1,-2,-3
1517145158400080,1,18,15,3,-1,0,-1,-1
1517145158413143,7,6,6,0,-2,-1,0,2
1517145158413143,-3,7,4,1,1,0,-2,-2
1517145158420155,6,-5,9,0,0,-2,-1,1
1517145158420155,-7,-16,-7,1,1,1,-1,-2
1517145158436163,-5,-9,-17,-3,0,-3,-2,1
1517145158436163,1,3,7,-3,-2,-2,-2,0
1517145158438138,2,-10,10,1,-2,-3,-2,0
1517145158438138,16,42,7,-4,-1,-1,0,-1
1517145158459157,-5,4,-4,-1,-2,0,-2,0
1517145158459157,-1,-10,4,-2,-2,-2,-2,-1
1517145158460125,2,-1,-2,-1,1,0,0,-1
1517145158460125,0,-2,-7,-2,-1,1,-1,-2
1517145158473190,1,7,4,3,0,0,0,2
1517145158473190,4,12,-22,-7,-1,-1,-1,0
1517145158480200,-6,-8,17,1,-1,-1,-2,1
1517145158480200,9,-6,0,-1,-1,-2,-1,-1
1517145158496150,-15,-5,19,2,1,1,-2,-1
1517145158496150,0,-8,-15,-4,-2,-2,-3,-2
1517145158498152,-4,17,-2,-5,-2,0,0,-3
1517145158498152,-1,2,-6,-3,-2,-2,-1,-2
1517145158518173,6,6,0,-1,-1,-1,1,0
1517145158518173,-4,-15,12,6,0,0,-1,0
1517145158520168,0,5,-8,-1,0,-2,-3,-1
1517145158520168,-3,24,14,-4,-3,-3,-2,-4
1517145158532175,2,-4,-33,-6,-1,-3,-2,-3
1517145158532175,-4,1,21,-4,-2,-2,1,-1
1517145158541180,1,6,4,-1,-1,0,-1,-1
1517145158541180,-8,-19,-13,1,1,0,-1,0
1517145158556209,4,-14,-12,0,-1,-1,0,0
1517145158556209,3,16,0,1,0,-1,0,0
1517145158557224,7,18,6,1,-1,1,1,-1
1517145158557224,-4,-19,-1,2,1,0,-1,-2
1517145158586267,-7,34,1,-8,-2,-1,0,-2
1517145158586267,-2,33,-10,-6,-4,-1,-1,-3
1517145158588220,-2,-25,8,-2,-4,-3,-4,-2
1517145158588220,-6,-8,-4,0,0,-1,0,0
1517145158593274,2,-15,11,2,1,1,0,0
1517145158593274,1,-9,-17,1,-1,-3,-3,-1
1517145158601224,-4,0,-5,-3,-1,-1,-1,-3
1517145158601224,-5,-1,-3,-1,-1,-2,0,-4
1517145158616233,6,-14,-5,-3,-2,-2,-2,-1
1517145158616233,0,28,10,2,0,0,1,1
1517145158617233,-5,-18,-5,0,-1,-1,-1,2
1517145158617233,-7,-24,-4,0,-1,0,-2,-2
1517145158638248,6,20,-4,-1,-1,-1,-1,0
1517145158638248,-2,-15,1,-1,0,0,-2,0
1517145158640249,2,9,2,0,-2,-1,-1,-3
1517145158640249,-5,-1,-12,-1,-2,-1,-1,-1
1517145158652312,-2,-32,4,-2,-4,-1,-2,-3
1517145158652312,3,0,8,5,0,0,0,2
1517145158668332,6,13,-1,-3,-2,-2,1,-1
1517145158668332,9,4,-3,-5,-4,-3,-2,0
1517145158677277,-21,6,-6,-2,-1,1,1,-1
1517145158677277,-6,-14,5,-2,-1,0,1,-1
1517145158679278,-3,-20,19,3,-1,-1,-2,0
1517145158679278,-5,-1,-21,0,2,0,-2,-3
1517145158698345,-7,-30,-27,-7,-4,-4,-2,0
1517145158698345,3,24,18,2,-1,0,-1,0
1517145158700309,-9,-10,7,-5,-2,-2,-1,-2
1517145158700309,3,10,15,2,0,1,1,3
1517145158712302,0,-26,12,5,1,-1,-2,-3
1517145158712302,-6,-15,-16,-2,-3,-3,-3,-5
1517145158721308,-2,-6,-10,-1,-1,-2,0,0
1517145158721308,-2,-13,-1,-4,-1,0,-3,0
1517145158736318,7,22,-6,4,0,0,1,2
1517145158736318,8,14,-14,-6,0,0,0,-1
1517145158737318,-18,11,33,5,-3,-2,1,-2
1517145158737318,-3,-17,-39,-8,-3,-4,-3,-2
1517145158758334,-1,9,18,0,-1,-2,0,-3
1517145158758334,3,2,-1,3,2,0,0,0
1517145158760335,-1,-17,-28,-2,-1,0,-1,-2
1517145158760335,-7,-10,24,-2,-4,-3,-1,-2
1517145158772344,0,-12,-3,-2,-1,-1,0,7
1517145158772344,18,44,36,0,0,0,1,-10
1517145158781351,0,-1,-24,-1,1,0,1,5
1517145158781351,2,8,1,-2,-1,-1,-2,-2
1517145158796415,2,-5,-4,1,-1,0,-1,2
1517145158796415,-5,-26,-7,0,-1,-1,0,-1
1517145158797380,0,-19,-8,-5,-3,-1,-3,-4
1517145158797380,-10,-15,-4,-1,-2,0,-1,-2
1517145158818432,3,19,-3,-4,-2,-1,-1,-4
1517145158818432,2,-32,-12,0,-2,-2,-1,2
1517145158820394,-9,30,-2,-5,-3,-3,-4,-5
1517145158820394,3,-7,11,3,0,0,0,0
1517145158841413,3,-26,-1,-4,-2,0,-2,-4
1517145158841413,3,23,-17,-4,-2,0,0,4
1517145158842393,-1,0,7,0,2,0,1,-2
1517145158842393,-2,-5,-17,-5,-3,-3,-1,-3
1517145158863465,-3,3,16,-1,-1,-1,-1,0
1517145158863465,-7,-3,15,0,-4,-2,-1,-1
1517145158865413,1,-3,8,-2,0,0,0,0
1517145158865413,-1,15,5,2,0,0,1,1
1517145158878473,1,-8,-10,2,0,0,0,-2
1517145158878473,-17,-50,-28,-7,-2,-1,-2,-1
1517145158880424,2,36,6,1,-1,-1,-1,0
1517145158880424,2,9,0,0,0,-2,0,-1
1517145158901489,1,4,11,-2,-1,1,0,0
1517145158901489,-6,-31,-2,1,2,-1,-2,-2
1517145158902436,14,42,1,-5,-5,-1,-1,-1
1517145158902436,0,-17,5,1,0,-1,-1,-2
1517145158916502,-8,20,-19,-5,-5,-2,-3,-4
1517145158916502,2,19,7,0,-1,-1,1,1
1517145158917447,-2,-23,-6,1,0,0,-1,-1
1517145158917447,2,0,9,2,0,-1,0,-2
1517145158938515,-7,-22,-10,-5,-3,-2,-2,-4
1517145158938515,-1,-13,-9,-3,-1,-2,-2,0
1517145158940491,7,0,9,2,0,-1,-3,0
1517145158940491,-22,-6,16,-3,-2,-1,0,-3
1517145158960496,7,-2,-15,-1,1,0,-1,1
1517145158960496,-2,8,5,-1,-2,-2,-1,-1
1517145158968483,-2,-25,0,2,0,1,1,6
1517145158968483,4,-1,-52,-3,-3,-2,-3,-13
1517145158976489,6,8,-5,-2,1,-1,-1,0
1517145158976489,-11,21,30,0,-3,-2,-1,-1
1517145158977489,5,14,-12,2,0,1,-1,-2
1517145158977489,3,1,-1,-4,-3,-2,1,2
1517145158998559,1,10,-15,1,-1,-2,-1,0
1517145158998559,-4,11,-3,-1,0,-1,-1,-2
1517145159000519,7,31,22,3,1,-1,-1,2
1517145159000519,1,-3,-4,-4,-1,-1,-1,2
1517145159021521,-3,-10,-6,0,-2,0,0,-1
1517145159021521,9,0,4,5,0,0,0,2
1517145159022522,-2,14,-7,-1,-1,-1,-3,-3
1517145159022522,1,-4,5,3,0,0,-1,2
1517145159036551,0,4,11,-1,1,-1,-1,-2
1517145159036551,-1,-4,-14,0,-1,0,0,-1
1517145159037532,-2,-20,-4,-3,-1,-2,-1,-3
1517145159037532,0,-5,-6,-5,-4,-1,-1,3
1517145159058547,-2,-5,10,1,-2,-1,1,0
1517145159058547,-11,16,27,4,0,0,1,-1
1517145159060601,9,-26,-43,-5,-1,-3,0,-1
1517145159060601,-7,8,-20,-2,-1,-1,-2,-2
1517145159081562,13,28,21,3,2,1,0,1
1517145159081562,-4,15,6,-4,-5,-3,-1,-1
1517145159082563,-5,-35,6,2,0,-1,-1,0
1517145159082563,0,-13,-15,0,-1,-2,-1,-2
1517145159096594,-1,5,51,-3,-3,-3,-4,-4
1517145159096594,1,-34,-12,-2,-1,-2,0,-1
1517145159097574,-7,-13,6,0,-2,0,-1,-2
1517145159097574,2,-3,-7,-3,-2,-1,0,1
1517145159118643,-13,-32,-20,0,0,0,-2,-2
1517145159118643,0,-2,-15,-7,-2,-1,-4,-2
1517145159120632,-8,-2,2,-5,-2,-3,-1,-1
1517145159120632,2,-5,8,3,-1,-1,-1,2
1517145159140660,7,29,-4,1,-1,0,-1,-12
1517145159140660,-1,-15,-3,-1,0,0,-1,1
1517145159142607,-1,-5,-2,3,-2,0,-1,-1
1517145159142607,2,2,3,-2,0,-1,-1,0
1517145159155671,-26,19,2,-3,-1,-2,1,5
1517145159155671,-4,-23,-11,-3,0,-2,-2,-3
1517145159162623,-5,2,0,-3,-2,-2,-2,-3
1517145159162623,3,13,19,3,2,2,1,1
1517145159178633,0,-10,-9,-2,-3,-1,-1,1
1517145159178633,2,0,-5,0,-1,1,1,-1
1517145159180633,-2,-7,-7,0,-2,-1,1,0
1517145159180633,0,20,14,-2,-2,-2,-1,-3
1517145159200687,5,-19,-12,-4,-2,-1,-2,2
1517145159200687,-8,-11,16,-1,0,0,-1,-3
1517145159202649,1,13,-11,1,-4,-2,-2,-2
1517145159202649,1,-2,-34,-4,1,-1,0,0
1517145159215714,-6,-1,51,4,-3,-4,-1,-1
1517145159215714,-5,0,-1,-1,1,-1,-1,0
1517145159222694,5,-2,16,-5,-1,0,-1,1
1517145159222694,-16,4,-9,0,-1,0,1,-2
1517145159245733,4,-13,-24,-5,0,-1,-3,-1
1517145159245733,12,55,7,0,0,0,1,1
1517145159247683,1,-7,-14,-3,0,-2,1,0
1517145159247683,-1,-32,8,2,-2,0,0,-2
1517145159262708,-4,-20,-23,-8,-3,-2,-3,-4
1517145159262708,10,23,1,1,-2,-1,-1,0
1517145159263694,0,8,-6,0,-1,-1,-1,-2
1517145159263694,-8,-37,26,3,-2,-1,-1,-3
1517145159275701,3,-16,-29,-3,-3,-3,-5,-1
1517145159275701,-1,-27,-19,-7,-3,-2,-3,-1
1517145159282726,0,18,17,-2,-2,-1,-2,0
1517145159282726,-1,19,10,1,-1,-1,0,0
1517145159298772,2,14,13,1,0,0,-1,-3
1517145159298772,-6,-12,-34,-1,-2,-1,0,2
1517145159300718,6,7,34,2,1,-1,-2,-1
1517145159300718,3,-12,-28,-7,-4,-3,-4,-5
1517145159320787,8,64,7,3,2,1,3,3
1517145159320787,0,-15,-11,0,-1,0,-2,2
1517145159327739,-7,-18,-12,2,1,1,-1,-2
1517145159327739,14,11,8,2,1,-1,-2,0
1517145159335800,-10,-18,5,-1,-1,0,3,1
1517145159335800,2,-8,3,0,-2,-1,0,-2
1517145159349808,4,31,-19,-1,0,0,0,1
1517145159349808,2,5,38,1,-1,-2,-2,-2
1517145159358760,2,-7,-21,1,-1,0,0,1
